Taxon,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,NBSS_slope_mean,NBSS_slope_std,NBSS_intercept_mean,NBSS_intercept_std,NBSS_r2_mean,NBSS_r2_std,PSD_slope_mean,PSD_slope_std,PSD_intercept_mean,PSD_intercept_std,PSD_r2_mean,PSD_r2_std,N_bins_min,QC_3std_dev,QC_min_n_size_bins,QC_R2
Echinodermata,1.0,2010,04,Indian Ocean,-18.5,42.5,0.0,150.3,1,-0.1439769162805173,,-2.3377770347369404,,0.9261921388553512,,-0.5192425191586945,,-2.9934728704076656,,0.8984102303304021,,4.0,0,1,0
Foraminifera,1.0,2010,04,Indian Ocean,-18.5,42.5,0.0,150.3,1,-0.7643498640333801,,2.8535086364909463,,0.9226256636989115,,-2.332291054281561,,2.2073120254200385,,0.9403777344931952,,4.0,0,1,0
Limacinidae,1.0,2010,04,Indian Ocean,-18.5,42.5,0.0,150.3,1,-1.5660451746342006,,8.572847540279838,,0.8813728970697945,,-4.806778612989204,,8.345542006363637,,0.873921977367546,,5.0,0,0,0
Marine_snow,1.0,2010,04,Indian Ocean,-18.5,42.5,0.0,150.3,1,-0.8235197785975629,,5.101185013134259,,0.9738619975821535,,-2.864797575172533,,5.477607965905592,,0.9761263851525708,,11.0,0,0,0
Ostracoda,1.0,2010,04,Indian Ocean,-18.5,42.5,0.0,150.3,1,-1.768624102853075,,12.182516624571765,,0.9607648113201397,,-5.455956335536775,,12.10024141908454,,0.9802127582054604,,4.0,0,1,0
Protozoa,1.0,2010,04,Indian Ocean,-18.5,42.5,0.0,150.3,1,-4.050179359918689,,27.488470338008934,,0.8233259051199409,,-12.41212181623179,,28.403583742733286,,0.8405387845140211,,3.0,0,1,0
Rhizaria_others,1.0,2010,04,Indian Ocean,-18.5,42.5,0.0,150.3,1,-1.0644786889977844,,3.8342995329065195,,0.13891350837793648,,-4.047866836354817,,5.619193563432256,,0.21821006729216297,,5.0,0,0,1
Siphonophorae,1.0,2010,04,Indian Ocean,-18.5,42.5,0.0,150.3,1,-1.7818382812157583,,12.096969355732579,,0.63790873300315,,-5.49208558381768,,11.967514333802217,,0.6440638892073034,,6.0,0,0,1
Annelida,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-1.0079207889099508,,5.524825511438328,,0.7283046907694104,,-3.1607586338855413,,5.203057267949016,,0.779466187726096,,6.0,0,0,1
Appendicularia,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.8362227073092495,,4.71491691762394,,0.8342406887019651,,-2.6893216670253404,,4.4713765799066305,,0.8598077776890813,,6.0,0,0,0
Chaetognatha,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.6805560381739212,,3.406026753185105,,0.8574653075561016,,-2.383402529965134,,3.601941226017403,,0.8804748623003437,,9.0,0,0,0
Copepoda,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.9578651028047804,,6.552432575672532,,0.9704446248803911,,-3.2308580748905262,,6.856903317305129,,0.9718961261280257,,9.0,0,0,0
Crustacea_others,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.6013398489194406,,2.7616188431957998,,0.9345314462176042,,-2.1521126993440425,,2.936285635560023,,0.9510187628573925,,13.0,0,0,0
Dinophyceae,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-1.6962616233131789,,9.969004732673088,,0.9689867489236714,,-5.063438909165002,,9.48292745228442,,0.9733089936023264,,3.0,0,1,0
Doliolida,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.36125834454527844,,-0.20971678576377206,,0.5557980053909597,,-1.7254630850687214,,0.7610992474695113,,0.8119675513192222,,4.0,0,1,1
Eumalacostraca,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.48952852564801047,,0.9286470603361017,,0.56592693253192,,-1.6680988759848863,,0.5768494451059718,,0.7650310980527524,,3.0,0,1,1
Foraminifera,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.6930262204210584,,2.239047935906863,,0.9942263090697913,,-2.3794535210524503,,2.3227149200018307,,0.9828075967544799,,5.0,0,0,0
Limacinidae,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.7317866049857129,,2.771047935932692,,0.8408288033856066,,-2.715752954240128,,3.478606249139781,,0.9300757697223689,,5.0,0,0,0
Marine_snow,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-1.0354560926952148,,6.797623077490325,,0.8773001194324577,,-3.4389092653444786,,7.051679376371179,,0.903518759353539,,11.0,0,0,0
Mollusca_others,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-1.4928618857882021,,7.813338940173059,,0.9048567801673232,,-5.38314879533048,,9.715858624740704,,0.9975886186186581,,3.0,0,1,0
Ostracoda,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-1.7285527338799604,,12.04156561123566,,0.8072833756863846,,-5.391997596763553,,12.121704082830764,,0.7964567384939775,,5.0,0,0,0
Phaeodaria,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.950208675006927,,5.090526239427453,,0.8236553881469078,,-3.1160501850031035,,5.134199569215877,,0.865459203418578,,3.0,0,1,0
Polycystina,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.34332638831996243,,-0.7974379449346247,,0.05895498821895129,,-1.2467921750016058,,-1.0145412273715606,,0.0841574666655559,,4.0,0,1,1
Salpida,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-1.5111078559953224,,9.240701868999405,,0.9806848828524981,,-4.374850421983496,,8.254208830421476,,0.9716724849760692,,3.0,0,1,0
Siphonophorae,1.0,2010,04,Indian Ocean,-17.5,40.5,0.0,201.5,1,-0.5100509017006121,,1.4498466363979543,,0.8541547000827321,,-1.6943650394772782,,1.0220881949950993,,0.8784926855010009,,5.0,0,0,0
Actinopterygii,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.5256575093973421,,0.5478540245169583,,0.24344062060028582,,-1.724189113572919,,0.07916698812523659,,0.2663471901926703,,5.0,0,0,1
Annelida,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.6669001442467607,,2.4935161859189816,,0.2624659639339889,,-2.3677026534269423,,2.732810539499896,,0.3047041704365082,,4.0,0,1,1
Appendicularia,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-2.3909900101122155,,17.68992222809876,,0.8827087913935514,,-7.07296019328922,,17.078699731264827,,0.889218005991976,,4.0,0,1,0
Chaetognatha,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.7883018673235845,,4.50232840251535,,0.9282835678025916,,-2.669753005025808,,4.580961713717214,,0.9691672086389159,,6.0,0,0,0
Copepoda,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-1.2903923034053257,,9.345925922591881,,0.9160839304018984,,-4.157541255496672,,9.54330853036428,,0.927126109946196,,10.0,0,0,0
Crustacea_others,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.7223817997246331,,3.7423768023003965,,0.9040060894797599,,-2.437236825184148,,3.7265278502787202,,0.9246922818230279,,13.0,0,0,0
Dinophyceae,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-1.7644905904287187,,10.042545750768124,,0.9116800530330502,,-5.5047882399995895,,10.168990316226978,,0.9044578247527225,,3.0,0,1,0
Doliolida,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.45738029947500136,,0.7478082076734536,,0.801124714004314,,-1.6938016037834902,,0.8429859417299719,,0.963590104530639,,5.0,0,0,0
Eumalacostraca,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.40284547101723395,,0.08349825951582224,,0.5405533719129962,,-1.729268065922839,,0.731266356760246,,0.6557747143111871,,5.0,0,0,1
Foraminifera,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.695048712571929,,2.3225780593167054,,0.8043524918678016,,-2.437106891990025,,2.5133022792938533,,0.8053858922726717,,4.0,0,1,0
Gastropoda,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.2592737878532261,,-1.96970231974728,,0.2947601909983698,,-0.9039176215718872,,-2.4612978113688593,,0.323792059808506,,4.0,0,1,1
Limacinidae,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.9842798507995847,,4.569741995237893,,0.8620994193119523,,-3.210532068307282,,4.632695130784745,,0.8284024364420981,,4.0,0,1,0
Marine_snow,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-1.0785707655748609,,7.077856374571466,,0.9293354836134234,,-3.483662244891127,,7.111404825586048,,0.9452719646078898,,11.0,0,0,0
Ostracoda,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.8791965077488723,,4.489068489940425,,0.6866193643697762,,-2.8841829603043996,,4.466117369059921,,0.7315239799626427,,7.0,0,0,1
Phaeodaria,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.9119114288841771,,4.56441135996822,,0.8434707578347711,,-2.7480586761809134,,3.8439323675496206,,0.8326990615525205,,3.0,0,1,0
Siphonophorae,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.8944926684292186,,4.825782918599796,,0.8459023617256212,,-2.9688324791818004,,4.930206598441395,,0.869848677133147,,7.0,0,0,0
Actinopterygii,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.8849474284418968,,4.202652794028875,,0.8017697948087306,,-2.8540504635145436,,4.003900834128797,,0.9096521563891784,,3.0,0,1,0
Annelida,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.8936107763229815,,4.446685829208086,,0.8404595621445279,,-3.007338096516512,,4.638509538380835,,0.8417759891298685,,5.0,0,0,0
Appendicularia,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-1.6334137115379694,,11.61737962212758,,0.9582828502088858,,-5.3491920069071845,,12.38203641690842,,0.9554980263182478,,5.0,0,0,0
Chaetognatha,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.6754807523656639,,3.277375617263219,,0.7753320741672747,,-2.288323288352598,,3.210655992751775,,0.8148341282059466,,9.0,0,0,1
Copepoda,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-1.2183602224575518,,8.698959554927807,,0.9204937052852613,,-4.003955643448941,,9.056174211084123,,0.9284575640331166,,9.0,0,0,0
Crustacea_others,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.8487609381851409,,4.7510339440329314,,0.9574011977898301,,-2.865049704796505,,4.927758746872,,0.9652296508418095,,9.0,0,0,0
Dinophyceae,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-1.1876980905916725,,5.866744326277324,,0.8981252442553369,,-3.7435683077996873,,5.791846549068625,,0.9008115277342581,,3.0,0,1,0
Echinodermata,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.9135906506724609,,3.8455572928423556,,0.87500024185523,,-3.264466488048442,,4.6707961828799265,,0.8995644118777673,,3.0,0,1,0
Foraminifera,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-1.6162817066923298,,9.964096831225838,,0.9327954899617654,,-5.2270546773545075,,10.491759772396641,,0.9667474801598686,,4.0,0,1,0
Gastropoda,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.22266689322679167,,-1.7142563412952037,,0.33112699915078003,,-0.9086806997087573,,-1.8756597928280505,,0.5781611531838884,,6.0,0,0,1
Limacinidae,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.6982436072630794,,2.2090214274619515,,0.5996985655342304,,-2.8184463270020976,,3.44049340372335,,0.7514473687195526,,5.0,0,0,1
Marine_snow,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.7766767675925389,,4.6577335131315785,,0.9751913075942684,,-2.585673198394772,,4.626246807620481,,0.981296770288516,,10.0,0,0,0
Ostracoda,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.6458009453083592,,2.7936826271067705,,0.8209375437026216,,-2.2534711643200547,,2.899019249199403,,0.8667644147083342,,7.0,0,0,0
Phaeodaria,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-1.9085894995202213,,12.929315121132175,,0.8177985613678287,,-6.017383547593801,,13.29802207498744,,0.8033705711547556,,3.0,0,1,0
Salpida,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.6358088546732993,,2.2706756653221323,,0.7957530866701699,,-2.1824601223938465,,2.2324315026572945,,0.8733709220582895,,7.0,0,0,1
Siphonophorae,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.44070477806059366,,0.6711479929271027,,0.5314409072705746,,-1.6388432299807714,,0.7126055658046688,,0.7105249122611137,,7.0,0,0,1
Annelida,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.30819665386133027,0.14188287849123005,-0.6080436580590782,1.1039555851538585,0.7035075522163324,0.19086039474242977,-1.1930627533753126,0.5784611546450975,-0.7254425771366938,1.6087255502996174,0.880544970839597,0.0722346336313518,4.0,0,1,1
Appendicularia,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-1.1770618276471658,0.34752864751268214,7.295032533482337,3.255763324655846,0.8922498050875772,0.08126869967583718,-3.823312018348103,1.2118372790599665,7.484257436353768,3.8511950526996905,0.897383246589278,0.08536600803475079,5.0,0,0,0
Appendicularia,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-1.1770618276471658,0.34752864751268214,7.295032533482337,3.255763324655846,0.8922498050875772,0.08126869967583718,-3.823312018348103,1.2118372790599665,7.484257436353768,3.8511950526996905,0.897383246589278,0.08536600803475079,5.0,0,0,0
Chaetognatha,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,3,-0.9057457944580142,0.4054216266569166,5.379560729693151,3.870728027918867,0.6757698027549912,0.10789505782470374,-2.9479363850816296,1.0268950469987304,5.2730160173409,3.403361042458612,0.7478363979364774,0.08929982595578316,5.0,0,0,1
Chaetognatha,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.9057457944580142,0.4054216266569166,5.379560729693151,3.870728027918867,0.6757698027549912,0.10789505782470374,-2.9479363850816296,1.0268950469987304,5.2730160173409,3.403361042458612,0.7478363979364774,0.08929982595578316,5.0,0,0,1
Cnidaria_others,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,1,-0.2919426358917276,,-1.2076865228036024,,0.11366367943999978,,-1.0884204464270866,,-1.580255452698784,,0.18078298724020858,,7.0,0,0,1
Copepoda,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-1.0360475494050398,0.23252863520052602,7.087711164430044,1.9486212659343978,0.9516053590740069,0.01796128221594063,-3.45965136612889,0.7919508854869746,7.401628420439245,2.291714133490195,0.9623104352801933,0.0074372836457911725,9.0,0,0,0
Crustacea_others,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,3,-0.7656871034632345,0.10163751808253832,4.066966229343859,0.8419135494831023,0.9484348511892052,0.030003550774658144,-2.624610739277109,0.33208436418702075,4.2360082323006605,0.9509740579042167,0.9634748783639363,0.018329681226569628,8.0,0,0,0
Crustacea_others,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.7656871034632345,0.10163751808253832,4.066966229343859,0.8419135494831023,0.9484348511892052,0.030003550774658144,-2.624610739277109,0.33208436418702075,4.2360082323006605,0.9509740579042167,0.9634748783639363,0.018329681226569628,8.0,0,0,0
Dinophyceae,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-1.5090070625526775,0.2155703638995526,8.540719879100356,1.5075915692410173,0.8900951632880706,0.11421849183926791,-4.586913669429612,0.6081773387677316,8.214913159779307,1.4665022344001408,0.9017026435108596,0.11070450941397604,3.0,0,1,0
Doliolida,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-1.0448817505223527,0.30428398778805116,6.326953401221242,3.0074776194159023,0.7704078051051898,0.11624852787134986,-3.372463132666139,0.8311850801894133,6.291555644063107,2.8770116938134143,0.8113433309217557,0.10425797076819986,3.0,0,1,1
Doliolida,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-1.0448817505223527,0.30428398778805116,6.326953401221242,3.0074776194159023,0.7704078051051898,0.11624852787134986,-3.372463132666139,0.8311850801894133,6.291555644063107,2.8770116938134143,0.8113433309217557,0.10425797076819986,3.0,0,1,1
Echinodermata,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,2,-0.4994129282472558,0.6810064504298897,0.3992226901030711,5.154219120536104,0.20315241687302776,0.27987482565648913,-1.3308875858158218,2.262454520203326,-0.9129474816133518,6.038923055966362,0.2176784353792765,0.23609943187457938,3.0,0,1,1
Echinodermata,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,2,-0.4994129282472558,0.6810064504298897,0.3992226901030711,5.154219120536104,0.20315241687302776,0.27987482565648913,-1.3308875858158218,2.262454520203326,-0.9129474816133518,6.038923055966362,0.2176784353792765,0.23609943187457938,3.0,0,1,1
Eumalacostraca,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,2,-0.09284441828247025,0.21588904987509858,-2.8312374583444164,2.1237052089576487,0.14440888643195782,0.18929276409473633,-0.6941200828388894,0.7079456452153711,-2.609864715610054,2.386056102763688,0.3159969944066589,0.4291636997837002,6.0,0,0,1
Eumalacostraca,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,2,-0.09284441828247025,0.21588904987509858,-2.8312374583444164,2.1237052089576487,0.14440888643195782,0.18929276409473633,-0.6941200828388894,0.7079456452153711,-2.609864715610054,2.386056102763688,0.3159969944066589,0.4291636997837002,6.0,0,0,1
Foraminifera,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,1,-0.6153313258175129,,1.1171223293143493,,0.5849171948151992,,-2.290067249559851,,1.6076892624299566,,0.6490228462345592,,5.0,0,0,1
Hydrozoa_others,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,2,-0.4157626546436687,0.007869221863511747,-0.20508976662109002,0.13119757506096205,0.27413385140771945,0.24448488917461778,-1.05596481408112,0.8679628446976527,-1.7149093275758172,2.485492423725095,0.12775277916834882,0.10055387393494639,3.0,0,1,1
Hydrozoa_others,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,2,-0.4157626546436687,0.007869221863511747,-0.20508976662109002,0.13119757506096205,0.27413385140771945,0.24448488917461778,-1.05596481408112,0.8679628446976527,-1.7149093275758172,2.485492423725095,0.12775277916834882,0.10055387393494639,3.0,0,1,1
Limacinidae,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.8500280571567874,0.7454466347822786,3.11044530062059,5.697392869870398,0.566288816333198,0.48747879727350973,-3.27536409753908,2.3006839940945185,4.364097169026242,6.038547900898112,0.6377423867520701,0.463540671552849,3.0,0,1,1
Limacinidae,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-0.8500280571567874,0.7454466347822786,3.11044530062059,5.697392869870398,0.566288816333198,0.48747879727350973,-3.27536409753908,2.3006839940945185,4.364097169026242,6.038547900898112,0.6377423867520701,0.463540671552849,3.0,0,1,1
Marine_snow,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.9154078211939932,0.08694135449292421,5.906148260294621,0.6660906863425451,0.9562506425154682,0.013949953969566591,-3.042444710583924,0.2297760495638528,6.02666410951554,0.6031969977800544,0.9660835601595791,0.012138573011601535,11.0,0,0,0
Ostracoda,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-0.9632853162786651,0.1753508766222102,5.225004330222471,1.3761705624104157,0.8871698113309404,0.02264016502457791,-3.1800882138480566,0.4933849586768694,5.336597297635599,1.3391442510683977,0.9014303608474127,0.017148319801661732,5.0,0,0,0
Ostracoda,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.9632853162786651,0.1753508766222102,5.225004330222471,1.3761705624104157,0.8871698113309404,0.02264016502457791,-3.1800882138480566,0.4933849586768694,5.336597297635599,1.3391442510683977,0.9014303608474127,0.017148319801661732,5.0,0,0,0
Phaeodaria,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.45386005088495196,0.3047299729195909,-0.1380575252099597,2.7945194306850114,0.8664710497474456,0.04159986635191826,-1.6815907452865533,0.7695507808684944,-0.17582354568553585,1.9999263632235653,0.8309412525729248,0.24809333506327647,3.0,0,1,0
Phaeodaria,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-0.45386005088495196,0.3047299729195909,-0.1380575252099597,2.7945194306850114,0.8664710497474456,0.04159986635191826,-1.6815907452865533,0.7695507808684944,-0.17582354568553585,1.9999263632235653,0.8309412525729248,0.24809333506327647,3.0,0,1,0
Polycystina,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,1,-0.04341026508131502,,-3.937933998495147,,0.002056831904990397,,0.3186182698092033,,-5.944782711372257,,0.022507599468659767,,3.0,0,1,1
Rhizaria_others,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-1.2286528826150456,0.8037787416770845,6.123020384208104,6.020802150858037,0.8597817720388633,0.06359898731432663,-3.857111823030234,2.202609566173027,6.015172573468429,5.692027036354004,0.8585532256780382,0.07663532656686534,3.0,0,1,0
Rhizaria_others,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-1.2286528826150456,0.8037787416770845,6.123020384208104,6.020802150858037,0.8597817720388633,0.06359898731432663,-3.857111823030234,2.202609566173027,6.015172573468429,5.692027036354004,0.8585532256780382,0.07663532656686534,3.0,0,1,0
Salpida,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,1,-0.5337815031454904,,1.9897889139984217,,0.8370372748053321,,-1.9104850887041416,,2.0196428015691765,,0.8745310973592966,,9.0,0,0,0
Siphonophorae,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,1,-0.5791841545768692,,1.772851022586245,,0.6199650876759476,,-1.9531447987371786,,1.4867641657885873,,0.7735295598904264,,5.0,0,0,1
Annelida,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.6264319353431548,,2.3489902713760378,,0.5604009315391301,,-1.962892123996832,,1.7763573430448787,,0.6011197736649001,,6.0,0,0,1
Appendicularia,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-1.5234496218381786,,10.493209522003871,,0.9148613942889237,,-4.8814742612110935,,10.847265352682337,,0.9500200830387645,,6.0,0,0,0
Chaetognatha,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.8901178949693429,,5.726088103265028,,0.8525860391489085,,-2.933153371093867,,5.716157431077414,,0.8787586605503805,,5.0,0,0,0
Cnidaria_others,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.758654428565391,,3.402358189908622,,0.48745751283277095,,-2.0999227807901297,,2.043692247463188,,0.5773523282885273,,3.0,0,1,1
Copepoda,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-1.0686725972212106,,7.857545675083172,,0.9806632961656605,,-3.438861956031607,,7.836985572670141,,0.9863510367983077,,10.0,0,0,0
Crustacea_others,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.7484923274523494,,4.56039172746997,,0.8688651904146044,,-2.6021112268742375,,4.80435629252,,0.8856552957430739,,12.0,0,0,0
Doliolida,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-1.1124399041398885,,7.288323417265938,,0.968462240212153,,-3.3578677773717764,,6.601483874387672,,0.9916441187395484,,5.0,0,0,0
Echinodermata,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-1.8853883347917406,,11.849636670670003,,0.8772140454748306,,-6.148124784051392,,12.747706445943873,,0.8758260958822572,,4.0,0,1,0
Eumalacostraca,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.9271566103358284,,5.121091764775516,,0.9501308985073839,,-3.490437060357261,,6.499219688819562,,0.9229161859196293,,4.0,0,1,0
Foraminifera,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-1.1982845212635542,,6.322920726692544,,0.9694542058444308,,-3.944730521630497,,6.735111090109328,,0.9865304787387351,,5.0,0,0,0
Limacinidae,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.5604104296961719,,1.472387997401174,,0.5130614117639738,,-1.9484195044670136,,1.455079463493119,,0.5256882968429291,,6.0,0,0,1
Marine_snow,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.9487830446616404,,6.605406724450878,,0.9457264990038803,,-3.1122956224781104,,6.650083093803271,,0.9629334195442703,,11.0,0,0,0
Ostracoda,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-1.3612556667062887,,9.23210853644099,,0.7639853688152629,,-4.18980807243602,,8.916202982088066,,0.7894882921624982,,5.0,0,0,1
Phaeodaria,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-1.5100076639721547,,10.28243903306779,,0.7682832958599339,,-4.689908570495417,,10.09492608474634,,0.7478882445960771,,3.0,0,1,1
Siphonophorae,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-1.4202524899214601,,9.835854129824215,,0.999242059333665,,-4.302907113073407,,9.341514116278255,,0.9995900999468007,,3.0,0,1,0
Appendicularia,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-1.521582728963889,,10.11240934154708,,0.8156926092367223,,-4.658174568795131,,9.836937085724404,,0.834826880367151,,4.0,0,1,0
Chaetognatha,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-0.8842412279839074,,5.399993942288312,,0.9354128299212741,,-2.940004376630443,,5.473817643094333,,0.9136459964411315,,6.0,0,0,0
Cnidaria_others,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-0.2588538650957787,,-0.6473706400900476,,0.21470468889717087,,-0.9158407001456046,,-1.2914764933328673,,0.3662725815776515,,4.0,0,1,1
Copepoda,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-1.0844871999921861,,7.6823626982802695,,0.9515445246858721,,-3.5206870544530893,,7.766967096314422,,0.9639287199202321,,9.0,0,0,0
Crustacea_others,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-1.0115096809474378,,6.4123438822815615,,0.9058378846365803,,-3.3818577057781365,,6.69736100470191,,0.907759933333181,,9.0,0,0,0
Dinophyceae,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-1.4408461725262485,,7.780625820904659,,0.8201128432208604,,-3.969023609320139,,6.379763086123479,,0.8692162354828237,,3.0,0,1,0
Eumalacostraca,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-0.9132566411553086,,4.762231658924137,,0.40037247232084794,,-3.096000880685744,,5.020043733034686,,0.5275615997793188,,4.0,0,1,1
