Taxon,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,biovolume_size_class,normalized_biovolume_mean,normalized_biovolume_std,equivalent_circular_diameter_mean,normalized_abundance_mean,normalized_abundance_std,QC_3std_dev,QC_min_n_size_bins,QC_R2
Marine_snow,1.0,2012,12,South Atlantic Ocean,-9.5,-9.5,3.0,201.0,1,790284465.9346219,0.0090815065666166,,1147.0832576583095,0.0008141224333078,,0,1,1
Marine_snow,1.0,2012,12,South Atlantic Ocean,-9.5,-9.5,3.0,201.0,1,1596484088.142202,0.0089242528653156,,1450.068963877236,0.0007180070446243,,0,1,1
Marine_snow,1.0,2012,12,South Atlantic Ocean,-9.5,-9.5,3.0,201.0,1,3198238305.1719217,0.0040514518236894,,1827.9770239256288,0.0003011279687295,,0,1,1
Marine_snow,1.0,2012,12,South Atlantic Ocean,-9.5,-9.5,3.0,201.0,1,6368819972.300732,0.0003433818383884,,2299.7825984209894,3.096228891201199e-05,,0,1,1
Acantharia,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,790284465.9346219,0.0032942782696071,,1147.0832576583095,0.0002803236954976,,0,1,0
Acantharia,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,1596484088.142202,0.0029975382679628,,1450.068963877236,0.0002595900799476,,0,1,0
Acantharia,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0005088624783506,,1827.9770239256288,3.024182394178788e-05,,0,1,0
Acantharia,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,6368819972.300732,0.0003194810582703,,2299.7825984209894,2.7985460289726622e-05,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,2,790284465.9346219,0.0271041415227456,0.0170371486802941,1147.0832576583095,0.0025722441170437,0.0016646500098078732,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,2,1596484088.142202,0.01603220808524015,0.01940394948639418,1450.068963877236,0.00131182618405335,0.0015865083539055903,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,2,3198238305.1719217,0.00529555982751335,0.0062188817024790115,1827.9770239256288,0.00044367926764453885,0.0005272894967263742,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,6368819972.300732,0.0032884206668505,,2299.7825984209894,0.0002518691426075,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,12713151508.920866,0.0025185246160501,,2895.6864471140507,0.0001811746857314,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,25468270205.310867,0.0012343750367522,,3650.3424496887937,7.172535234462762e-05,,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,2,790284465.9346219,0.0020158527136508,0.0004411927814746788,1147.0832576583095,0.00016667250964125002,6.161765541102255e-05,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,2,1596484088.142202,0.00113073708176375,0.0007438555121395246,1450.068963877236,8.389705684666232e-05,6.49095502239696e-05,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,2,3198238305.1719217,0.0007176692781934999,0.00023689277480696115,1827.9770239256288,4.794914615700731e-05,1.7726462339302062e-05,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,2,790284465.9346219,0.02116701581511965,0.01627376263136051,1147.0832576583095,0.00195811477138425,0.0014925114329189637,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,2,1596484088.142202,0.008056538621537,0.009798828797479108,1450.068963877236,0.0006735250504548999,0.0007912918447161468,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,2,3198238305.1719217,0.0036493757790711,0.0033374017183667995,1827.9770239256288,0.00029505655817995,0.0002670213748647926,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,6368819972.300732,0.0020421267986143,,2299.7825984209894,0.0001679127617383,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,12713151508.920866,0.0019442244021798,,2895.6864471140507,0.0001035283918465,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,25468270205.310867,0.0004318116358098,,3650.3424496887937,2.390845078154253e-05,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,790284465.9346219,0.0228416359639282,,1147.0832576583095,0.0019272254065463,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,1596484088.142202,0.0145973436426135,,1450.068963877236,0.0012979503997382,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0021097439934164,,1827.9770239256288,0.0001814509436507,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,0.5,-23.5,2.0,201.0,1,6368819972.300732,0.0020602315685056,,2299.7825984209894,0.0001399273014486,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,2.5,-23.5,4.0,201.0,1,790284465.9346219,0.0074605923119144,,1147.0832576583095,0.000721201885262,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,2.5,-23.5,4.0,201.0,1,1596484088.142202,0.0007736901941577,,1450.068963877236,7.030100448367561e-05,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,2.5,-23.5,4.0,201.0,1,3198238305.1719217,0.0003727204437737,,1827.9770239256288,3.275981271634017e-05,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,2.5,-23.5,4.0,201.0,1,790284465.9346219,0.0066856323646538,,1147.0832576583095,0.0006073279033786,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,2.5,-23.5,4.0,201.0,1,1596484088.142202,0.0033212951161974,,1450.068963877236,0.0002812040179347,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,2.5,-23.5,4.0,201.0,1,3198238305.1719217,0.0006613465232721,,1827.9770239256288,6.551962543268034e-05,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,4.5,-23.5,7.0,201.0,1,790284465.9346219,0.0241896129982461,,1147.0832576583095,0.0022270520856345,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,4.5,-23.5,7.0,201.0,1,1596484088.142202,0.0077875489820054,,1450.068963877236,0.0006755916357074,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,4.5,-23.5,7.0,201.0,1,3198238305.1719217,0.0022052803760368,,1827.9770239256288,0.0001656954347953,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,4.5,-23.5,7.0,201.0,1,6368819972.300732,0.000592632532332,,2299.7825984209894,3.0666556485356006e-05,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,4.5,-23.5,7.0,201.0,1,12713151508.920866,0.0003117146109242,,2895.6864471140507,2.836168534956372e-05,,0,0,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,4.5,-23.5,7.0,201.0,1,790284465.9346219,0.014842140241203,,1147.0832576583095,0.0013439107413311,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,4.5,-23.5,7.0,201.0,1,1596484088.142202,0.0054030019749996,,1450.068963877236,0.0003911319996201,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,4.5,-23.5,7.0,201.0,1,3198238305.1719217,0.0011291438957833,,1827.9770239256288,9.941726087722916e-05,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,790284465.9346219,0.0203865784096142,,1147.0832576583095,0.0019585707308885,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,1596484088.142202,0.006064198125705,,1450.068963877236,0.0005182024931283,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,3198238305.1719217,0.0045904246563336,,1827.9770239256288,0.0003794670080987,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,6368819972.300732,0.0009161609981174,,2299.7825984209894,6.384631073028323e-05,,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,790284465.9346219,0.2531573227709677,,1147.0832576583095,0.0245021195517275,,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,1596484088.142202,0.0255149085700229,,1450.068963877236,0.0024059401466675,,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,3198238305.1719217,0.0024628610961601,,1827.9770239256288,0.0002069820044174,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,790284465.9346219,0.0329342605800979,,1147.0832576583095,0.0031177248369245,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,1596484088.142202,0.005818911377371,,1450.068963877236,0.0005182024931283,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,3198238305.1719217,0.001856031193571,,1827.9770239256288,0.0001379880029449,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,6368819972.300732,0.0007572930126763,,2299.7825984209894,6.384631073028323e-05,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,1596484088.142202,0.001770905098608,,1450.068963877236,0.0001480578551795,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,3198238305.1719217,0.000855564977945,,1827.9770239256288,6.899400147249709e-05,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,4.5,-22.5,3.0,201.0,1,6368819972.300732,0.0005161391215712,,2299.7825984209894,3.1923155365141616e-05,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,790284465.9346219,0.0344011168441243,,1147.0832576583095,0.0032267442296006,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,1596484088.142202,0.0119570595590474,,1450.068963877236,0.0010186650525308,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,3198238305.1719217,0.0051998385389014,,1827.9770239256288,0.0004746913161011,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,6368819972.300732,0.0003247796160766,,2299.7825984209894,2.9284950983113596e-05,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,12713151508.920866,0.0008567727336571,,2895.6864471140507,5.416784017840941e-05,,0,0,0
Copepoda,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,1596484088.142202,0.0023730872781288,,1450.068963877236,0.0001697775087551,,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,3198238305.1719217,0.0014933408584639,,1827.9770239256288,0.0001265843509603,,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,6368819972.300732,0.0003090915165866,,2299.7825984209894,2.9284950983113596e-05,,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,790284465.9346219,0.1637132470857141,,1147.0832576583095,0.015547040378985,,0,0,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,1596484088.142202,0.0230859772158058,,1450.068963877236,0.0020712856068127,,0,0,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,3198238305.1719217,0.0059215166148174,,1827.9770239256288,0.0005063374038412,,0,0,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,6368819972.300732,0.0012294200960369,,2299.7825984209894,8.785485294934077e-05,,0,0,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,12713151508.920866,0.0006148129337557,,2895.6864471140507,5.416784017840941e-05,,0,0,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,790284465.9346219,0.0244401255472779,,1147.0832576583095,0.0022367204318822,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,1596484088.142202,0.0082897515323638,,1450.068963877236,0.0007470210385226,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,5.5,-20.5,2.0,201.0,1,3198238305.1719217,0.0019278296763004,,1827.9770239256288,0.0001582304387003,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,790284465.9346219,0.026815178552573447,0.0028527734480656482,1147.0832576583095,0.0025192238102759498,0.0002863716388176287,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,1596484088.142202,0.0088884646141896,0.005757723717307147,1450.068963877236,0.0007986500299984499,0.0004907206823362471,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,3198238305.1719217,0.00318838342434475,0.0018333788325731494,1827.9770239256288,0.00026564963988315,0.00012764434133553904,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,6368819972.300732,0.00176338257563865,7.650724221548346e-05,2299.7825984209894,0.00013079280990560001,1.3413888882643517e-06,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,1,12713151508.920866,0.00043484574122,,2895.6864471140507,3.045993872637323e-05,,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,1.0,201.0,1,1596484088.142202,0.0024503772958824,,1450.068963877236,0.0001881908782708,,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,1.0,201.0,1,3198238305.1719217,0.0007469627847276,,1827.9770239256288,7.015658421789762e-05,,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,1.0,201.0,1,6368819972.300732,0.0004701677427965,,2299.7825984209894,3.2461076181649815e-05,,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,790284465.9346219,0.17677874630413093,0.05024692927062061,1147.0832576583095,0.0169041242369883,0.004718900743717801,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,1596484088.142202,0.02865532957542935,0.01175102612979273,1450.068963877236,0.0026484195312269,0.0010451268426652724,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,3198238305.1719217,0.00865136239332615,0.0022318952465194856,1827.9770239256288,0.0006703312236691,0.0001929970104482662,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,6368819972.300732,0.00180752584224665,0.001168565987823071,2299.7825984209894,0.0001477347268807998,0.00011711466601768132,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,1.0,201.0,1,12713151508.920866,0.0006663498063227,,2895.6864471140507,6.004266108011192e-05,,0,1,0
Fecal_pellet,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,1.0,201.0,1,790284465.9346219,0.0040272938447202,,1147.0832576583095,0.0003657992340834,,0,1,0
Fecal_pellet,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,1.0,201.0,1,1596484088.142202,0.0009462344443374,,1450.068963877236,7.527635130834751e-05,,0,1,0
Fecal_pellet,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,1.0,201.0,1,3198238305.1719217,0.000730385167352,,1827.9770239256288,7.015658421789762e-05,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,790284465.9346219,0.015474001833581549,0.0039514779456801905,1147.0832576583095,0.00136960246508415,0.0003622817874694759,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,1596484088.142202,0.0033740067706595,0.0016940577261947904,1450.068963877236,0.0002850357644932,0.0001369593515421974,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,2,3198238305.1719217,0.0034488687118180003,0.004304866125633065,1827.9770239256288,0.0002488792285485244,0.0003023601839609159,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,1,6368819972.300732,0.0019700672302451,,2299.7825984209894,0.0001317413150847,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,6.5,-20.5,2.0,201.0,1,12713151508.920866,0.0009321511137832,,2895.6864471140507,6.091987745274646e-05,,0,1,0
Aggregate,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,790284465.9346219,0.0458333449352489,,1147.0832576583095,0.0041747157344348,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,1596484088.142202,0.0152063093525323,,1450.068963877236,0.0011714971901006,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,3198238305.1719217,0.0030750569592308,,1827.9770239256288,0.000254758047713,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,6368819972.300732,0.001392919006217,,2299.7825984209894,0.0001010358734808,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,12713151508.920866,0.0004422362789533,,2895.6864471140507,3.1147369002778974e-05,,0,0,0
Copepoda,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,1596484088.142202,0.0034469544297898,,1450.068963877236,0.0002733493443568,,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,3198238305.1719217,0.0016484668372864,,1827.9770239256288,0.0001091820204484,,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,6368819972.300732,0.0007588038997801,,2299.7825984209894,6.735724898722504e-05,,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,790284465.9346219,0.2123647880216486,,1147.0832576583095,0.0200302017561269,,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,1596484088.142202,0.03135987580728,,1450.068963877236,0.0028115932562415,,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,3198238305.1719217,0.0094832860879216,,1827.9770239256288,0.0007642741431391,,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,6368819972.300732,0.0003483321249975,,2299.7825984209894,3.367862449361252e-05,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,790284465.9346219,0.0314886265768648,,1147.0832576583095,0.0027409749771542,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,1596484088.142202,0.0090192125850968,,1450.068963877236,0.0008200480330704,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,3198238305.1719217,0.0020489340279177,,1827.9770239256288,0.0001455760272646,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,790284465.9346219,0.0041044761803001,,1147.0832576583095,0.0003795196122213,,0,1,1
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,1596484088.142202,0.0004013426515203,,1450.068963877236,3.904990633668886e-05,,0,1,1
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,3198238305.1719217,0.0004565687003912,,1827.9770239256288,3.639400681615032e-05,,0,1,1
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,7.5,-21.5,2.0,201.0,1,6368819972.300732,0.000351892572514,,2299.7825984209894,3.367862449361252e-05,,0,1,1
Aggregate,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,790284465.9346219,0.0353435092401182,0.004919213691894623,1147.0832576583095,0.0031882212630188,0.0004297549347758697,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,1596484088.142202,0.01821963658386025,0.0021151979834482244,1450.068963877236,0.0015495324880433,0.0001694863931395148,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,3198238305.1719217,0.005745632495990499,0.004942481679409877,1827.9770239256288,0.00048413455988439996,0.00041547406093846287,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,6368819972.300732,0.0024768049147006503,0.0009148471965091897,2299.7825984209894,0.00019119316986655,6.2795700900704e-05,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,12713151508.920866,0.00107324920160365,0.0009726219624844889,2895.6864471140507,6.804803477697905e-05,5.783648923758759e-05,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,25468270205.310867,0.0001769974231515,,3650.3424496887937,1.118188939579e-05,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,50950559778.40595,0.0002249833235672,,4599.565196841983,1.0388500834262376e-05,,0,0,0
Chaetognatha,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,3198238305.1719217,0.0003480370311687,,1827.9770239256288,2.8287966755678544e-05,,0,1,0
Chaetognatha,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,6368819972.300732,0.0002597754932196,,2299.7825984209894,1.3088690877937617e-05,,0,1,0
Chaetognatha,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,12713151508.920866,0.0001426571150622,,2895.6864471140507,1.2104956501882972e-05,,0,1,0
Copepoda,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,1596484088.142202,0.0022421705976195,,1450.068963877236,0.0001669377465951,,0,1,1
Copepoda,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,3198238305.1719217,0.0020047633339273,,1827.9770239256288,0.0001414398337783,,0,1,1
Copepoda,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,6368819972.300732,0.000146573999876,,2299.7825984209894,1.3088690877937617e-05,,0,1,1
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,790284465.9346219,0.10116651492410146,0.05832696832032813,1147.0832576583095,0.00986257279827145,0.00565058334840682,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,1596484088.142202,0.0159474507249864,0.008452041521774761,1450.068963877236,0.0014518819590266501,0.0007869937125929477,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,3198238305.1719217,0.0031074255280144998,0.0012121555782225986,1827.9770239256288,0.00023469841744670002,7.187971447468134e-05,0,1,0
Cyanophyceae,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,6368819972.300732,0.0004543317140242,0.00015489889992640864,2299.7825984209894,3.4312026709938426e-05,7.00607893416236e-06,0,1,0
Fecal_pellet,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,395398209.4983175,0.0024505559919998,,910.6371395896388,0.0001790597823486,,0,1,0
Fecal_pellet,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,790284465.9346219,0.0038491943580823,0.002072370214987239,1147.0832576583095,0.0003720309321997,0.00020165964781842602,0,1,0
Fecal_pellet,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,1596484088.142202,0.00100456678845995,0.0003350640291624423,1450.068963877236,8.900066517253518e-05,1.855429988049224e-05,0,1,0
Fecal_pellet,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,1,3198238305.1719217,0.0004306974457813,,1827.9770239256288,3.17250056646187e-05,,0,1,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,790284465.9346219,0.0340058461557014,0.015118918001354315,1147.0832576583095,0.0030991596153130997,0.001439453142125607,0,0,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,1596484088.142202,0.011944521551739098,0.004708047323254315,1450.068963877236,0.00105261946639865,0.0004369745763049521,0,0,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,3198238305.1719217,0.0045643974240030995,0.0020697544514111967,1827.9770239256288,0.0003581614011962,0.0001664722880686743,0,0,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,6368819972.300732,0.0011838602554319001,0.0002530649825455307,2299.7825984209894,7.675869837394004e-05,1.60021715040897e-05,0,0,0
Marine_snow,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,1.0,201.0,2,12713151508.920866,0.00024630811756519997,9.859021970404245e-05,2895.6864471140507,1.962820876947053e-05,1.0639485389976467e-05,0,0,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,790284465.9346219,0.0075931212570348,,1147.0832576583095,0.0006719197955114,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,1596484088.142202,0.0027270881641701,,1450.068963877236,0.0002579946992833,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,3198238305.1719217,0.0012951404732993,,1827.9770239256288,9.900788364487492e-05,,0,1,0
Rhizaria_others,1.0,2012,12,North Atlantic Ocean,8.5,-21.5,2.0,201.0,1,6368819972.300732,0.000284683186846,,2299.7825984209894,2.617738175587523e-05,,0,1,0
Acantharia,1.0,2012,12,North Atlantic Ocean,9.5,-21.5,3.0,201.0,1,790284465.9346219,0.0008018476401891,,1147.0832576583095,7.349761157576952e-05,,0,1,1
Acantharia,1.0,2012,12,North Atlantic Ocean,9.5,-21.5,3.0,201.0,1,1596484088.142202,0.0003258249454581,,1450.068963877236,3.403074940033882e-05,,0,1,1
Acantharia,1.0,2012,12,North Atlantic Ocean,9.5,-21.5,3.0,201.0,1,3198238305.1719217,0.0003402304532748,,1827.9770239256288,3.17162175744069e-05,,0,1,1
Aggregate,1.0,2012,12,North Atlantic Ocean,9.5,-21.5,3.0,201.0,1,790284465.9346219,0.03524700090257,,1147.0832576583095,0.0031971461035459,,0,0,0
Aggregate,1.0,2012,12,North Atlantic Ocean,9.5,-21.5,3.0,201.0,1,1596484088.142202,0.0243510628201355,,1450.068963877236,0.0020418449640203,,0,0,0
