Taxon,Validation_percentage,biomass_mid,range_biomass_bin,ocean,year,month,latitude,longitude,min_depth,max_depth,n,normalized_biomass_mean,normalized_biomass_std,QC_3std_dev,QC_min_n_size_bins,QC_R2
Hydrozoa_others,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0009645043319341,,0,1,0
Hydrozoa_others,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0003355205361129,,0,1,0
Hydrozoa_others,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0002143821316635,,0,1,0
Hydrozoa_others,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,7.745559293137319e-05,,0,1,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0094863050524458,,0,0,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0026622914072534,,0,0,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0015077861367742,,0,0,0
Marine_snow,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0002491258569957,,0,0,0
Marine_snow,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,6.934872321848872e-05,,0,0,0
Rhizaria_others,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0012528853885689,,0,1,1
Rhizaria_others,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,8.792865293965754e-05,,0,1,1
Rhizaria_others,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0002525686692554,,0,1,1
Salpida,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0014932243284757,,0,0,1
Salpida,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0011720406974315,,0,0,1
Salpida,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0009784939088812,,0,0,1
Salpida,1.0,0.0028780942304602,0.0020798590839583,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0006104575739003,,0,0,1
Salpida,1.0,0.0058493055645773,0.0042445487794886,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0012741334033414,,0,0,1
Salpida,1.0,0.0119091384247751,0.008651464786156,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0009087512278718,,0,0,1
Salpida,1.0,0.0241859514203969,0.0174210639945971,North Atlantic Ocean,2013,05,54.5,-16.5,1.0,201.0,1,0.0003329991341761,,0,0,1
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,05,60.5,-7.5,1.0,201.0,1,0.0055177020828507,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,05,60.5,-7.5,1.0,201.0,1,0.0010422633458312,,0,1,0
Copepoda,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2013,05,60.5,-7.5,1.0,201.0,1,0.0004526443184669,,0,1,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,05,60.5,-7.5,1.0,201.0,1,0.0905044141267475,,0,1,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,05,60.5,-7.5,1.0,201.0,1,0.0368625430728429,,0,1,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,05,60.5,-7.5,1.0,201.0,1,0.0120204595297148,,0,1,0
Marine_snow,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,05,60.5,-7.5,1.0,201.0,1,0.0038422284892569,,0,1,0
Aggregate,1.0,1.151985493259287e-06,8.277774861587923e-07,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0204871541971329,,0,0,0
Aggregate,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0199836592048842,,0,0,0
Aggregate,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0101806069458145,,0,0,0
Aggregate,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0027550373241924,,0,0,0
Aggregate,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0017603769722104,,0,0,0
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0076392857260744,,0,1,0
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0038267786892905,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0012817042369666,,0,1,0
Cyanophyceae,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0165817209539553,,0,1,0
Cyanophyceae,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0056095204078552,,0,1,0
Cyanophyceae,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0008274817822432,,0,1,0
Fecal_pellet,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0061099714075809,,0,1,0
Fecal_pellet,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0014840896300383,,0,1,0
Fecal_pellet,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.00073431127316,,0,1,0
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0607683192145789,,0,0,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0176183821178152,,0,0,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0051967849694746,,0,0,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0013122082602003,,0,0,0
Marine_snow,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,8.5,-21.5,4.0,201.0,1,0.0006370869764748,,0,0,0
Aggregate,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0184253016457242,,0,1,0
Aggregate,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0064204407980307,,0,1,0
Aggregate,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0039448842559771,,0,1,0
Aggregate,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0003495125483402,,0,1,0
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0049040844782977,,0,1,0
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0040570211805632,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0003974832553459,,0,1,0
Fecal_pellet,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0050958591519617,,0,1,0
Fecal_pellet,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0014567790933278,,0,1,0
Fecal_pellet,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.000342857113871,,0,1,0
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0580294608021562,,0,1,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0267518759798195,,0,1,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0090325214226773,,0,1,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,9.5,-21.5,1.0,201.0,1,0.0018513867305519,,0,1,0
Aggregate,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0263745803720196,,0,0,0
Aggregate,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0192822666427982,,0,0,0
Aggregate,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0106531858744833,,0,0,0
Aggregate,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0051947341595447,,0,0,0
Aggregate,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0023724275442041,,0,0,0
Aggregate,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0012098561957412,,0,0,0
Collodaria_others,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0006407421331563,,0,1,1
Collodaria_others,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0004265586507925,,0,1,1
Collodaria_others,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0004460777452024,,0,1,1
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0054427392772022,,0,1,1
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0047302892305942,,0,1,1
Copepoda,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0004126886057418,,0,1,1
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0774524193879895,,0,0,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0354091843060491,,0,0,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0142969596129234,,0,0,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0036474329248604,,0,0,0
Marine_snow,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0009198240642771,,0,0,0
Marine_snow,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,9.5,-20.5,2.0,201.0,1,0.0005192828377137,,0,0,0
Aggregate,1.0,1.151985493259287e-06,8.277774861587923e-07,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0154130645632467,,0,0,0
Aggregate,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0075964485642146,,0,0,0
Aggregate,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0051323995139087,,0,0,0
Aggregate,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0007941759891776,,0,0,0
Aggregate,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0008249887254465,,0,0,0
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0069920874751715,,0,1,0
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0027175028495213,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0012001824732913,,0,1,0
Fecal_pellet,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0043252782260872,,0,1,0
Fecal_pellet,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0006021127885702,,0,1,0
Fecal_pellet,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0003665252595862,,0,1,0
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0508183518213551,,0,0,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0158116638329798,,0,0,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0039540505226172,,0,0,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0013183909960272,,0,0,0
Marine_snow,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,10.5,-21.5,2.0,201.0,1,0.0022792492875454,,0,0,0
Acantharia,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,1,0.0029135084598214,,0,1,0
Acantharia,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,1,0.0005691158287014,,0,1,0
Acantharia,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,1,0.0004951154698301,,0,1,0
Aggregate,1.0,1.151985493259287e-06,8.277774861587923e-07,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,2,0.02946894218077155,0.008823736945283095,0,1,0
Aggregate,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.017752044392580435,0.005092616173866313,0,1,0
Aggregate,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.007648158517932567,0.0035749794550640627,0,1,0
Aggregate,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.0030896263292768665,0.002572813567137197,0,1,0
Aggregate,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,2,0.0007489031204414,0.0002110558204091499,0,1,0
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.0145471703137503,0.009616111479776666,0,1,0
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.006113953050762233,0.0028234778289799394,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.0017678980674864335,0.0010992294554468519,0,1,0
Copepoda,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.0009998617526292667,0.0005560443346199552,0,1,0
Cyanophyceae,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,1,0.0035227008940723,,0,1,0
Cyanophyceae,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,1,0.0027217316880253,,0,1,0
Cyanophyceae,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,1,0.0008257046464756,,0,1,0
Fecal_pellet,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,10.5,-20.5,2.0,201.0,1,0.0068730125104162,,0,1,0
Fecal_pellet,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,10.5,-20.5,2.0,201.0,1,0.0009128432804064,,0,1,0
Fecal_pellet,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,10.5,-20.5,2.0,201.0,1,0.0004083107492979,,0,1,0
Fecal_pellet,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2013,06,10.5,-20.5,2.0,201.0,1,0.0003675615585536,,0,1,0
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.0637304983134313,0.011534756890864483,0,0,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.018842391292087635,0.0053468921027124364,0,0,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.005251626365716133,0.0017503151343292059,0,0,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.0021069970847473,0.0014877537181814217,0,0,0
Marine_snow,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,10.5,-20.5,1.0,201.0,3,0.0005820025661470667,0.00027403003815689423,0,0,0
Aggregate,1.0,1.151985493259287e-06,8.277774861587923e-07,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0210606438711604,,0,0,0
Aggregate,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.007010083003029,,0,0,0
Aggregate,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0028872640782441,,0,0,0
Aggregate,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.001915159763272,,0,0,0
Aggregate,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0022128867685975,,0,0,0
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0076381490463094,,0,1,0
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0030032224900831,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0011309610429344,,0,1,0
Copepoda,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0005849766152881,,0,1,0
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0531488120125884,,0,1,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0103653069934367,,0,1,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0044210557908563,,0,1,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,11.5,-21.5,1.0,201.0,1,0.0008614944804547,,0,1,0
Aggregate,1.0,1.151985493259287e-06,8.277774861587923e-07,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.0227848476586669,,0,1,1
Aggregate,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.0022923564351504,,0,1,1
Aggregate,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.0046082433846877,,0,1,1
Aggregate,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.0005013952266532,,0,1,1
Copepoda,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.0024295739602031,,0,1,1
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.000562381014868,,0,1,1
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.0006570141024592,,0,1,1
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.0014998010579477,,0,1,1
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.031837291098101,,0,1,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.0097684483855874,,0,1,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.0026184187074654,,0,1,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2013,06,11.5,-20.5,3.0,201.0,1,0.000680312843306,,0,1,0
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,Arctic Ocean,2013,06,65.5,-1.5,2.0,199.0,1,0.0115716241666273,,0,1,0
Copepoda,1.0,0.0001681158566504,0.0001211096971779,Arctic Ocean,2013,06,65.5,-1.5,2.0,199.0,1,0.0072974419863855,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,Arctic Ocean,2013,06,65.5,-1.5,2.0,199.0,1,0.0044267273462169,,0,1,0
Copepoda,1.0,0.0006926821282087,0.0005026448096107,Arctic Ocean,2013,06,65.5,-1.5,2.0,199.0,1,0.0005653141887995,,0,1,0
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,Arctic Ocean,2013,06,65.5,-1.5,2.0,199.0,1,0.0219641972202123,,0,1,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,Arctic Ocean,2013,06,65.5,-1.5,2.0,199.0,1,0.0183123918678327,,0,1,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,Arctic Ocean,2013,06,65.5,-1.5,2.0,199.0,1,0.0039490349931003,,0,1,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,Arctic Ocean,2013,06,65.5,-1.5,2.0,199.0,1,0.0014683391481491,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,Arctic Ocean,2013,06,67.5,-0.5,1.0,201.0,1,0.0059107445392571,,0,1,0
Copepoda,1.0,0.0006926821282087,0.0005026448096107,Arctic Ocean,2013,06,67.5,-0.5,1.0,201.0,1,0.0010845223921717,,0,1,0
Copepoda,1.0,0.0014129461507528,0.0010320911857739,Arctic Ocean,2013,06,67.5,-0.5,1.0,201.0,1,0.0003696413780769,,0,1,0
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,Arctic Ocean,2013,06,67.5,-0.5,2.0,201.0,1,0.020009267293759,,0,1,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,Arctic Ocean,2013,06,67.5,-0.5,1.0,201.0,2,0.017349418912754253,0.0020814732933052684,0,1,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,Arctic Ocean,2013,06,67.5,-0.5,1.0,201.0,2,0.0026300663949150004,0.0006912042378559195,0,1,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,Arctic Ocean,2013,06,67.5,-0.5,1.0,201.0,1,0.0003978437339442,,0,1,0
Copepoda,1.0,0.0001681158566504,0.0001211096971779,Arctic Ocean,2013,06,68.5,2.5,2.0,201.0,1,0.0045079179772298,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,Arctic Ocean,2013,06,68.5,2.5,2.0,201.0,1,0.0026092871392112,,0,1,0
Copepoda,1.0,0.0006926821282087,0.0005026448096107,Arctic Ocean,2013,06,68.5,2.5,2.0,201.0,1,0.0011399991823591,,0,1,0
Copepoda,1.0,0.0014129461507528,0.0010320911857739,Arctic Ocean,2013,06,68.5,2.5,2.0,201.0,1,0.0007261092660628,,0,1,0
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,Arctic Ocean,2013,06,68.5,2.5,2.0,201.0,1,0.0132792816153956,,0,1,0
Marine_snow,1.0,9.723094642062492e-06,7.075152891036358e-06,Arctic Ocean,2013,06,68.5,2.5,2.0,201.0,1,0.0092039834112959,,0,1,0
Marine_snow,1.0,1.9684653594912374e-05,1.40241263173338e-05,Arctic Ocean,2013,06,68.5,2.5,2.0,201.0,1,0.0026024675230239,,0,1,0
Marine_snow,1.0,4.005862065482949e-05,2.959033661667364e-05,Arctic Ocean,2013,06,68.5,2.5,2.0,201.0,1,0.0005814361341189,,0,1,0
Marine_snow,1.0,4.772452706370237e-06,3.464069552505488e-06,Arctic Ocean,2013,06,70.5,3.5,41.0,201.0,1,0.0263792209028025,,0,1,0
