PFT,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,NBSS_slope_mean,NBSS_slope_std,NBSS_intercept_mean,NBSS_intercept_std,NBSS_r2_mean,NBSS_r2_std,PSD_slope_mean,PSD_slope_std,PSD_intercept_mean,PSD_intercept_std,PSD_r2_mean,PSD_r2_std,N_bins_min,QC_3std_dev,QC_min_n_size_bins,QC_R2
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.8309567660068401,,4.95632345187162,,0.9313013965463355,,-2.79382081434662,,5.037074651949013,,0.9713002493705433,,6.0,0,0,0
Crustaceans,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-1.094459373865669,,7.801944899927497,,0.9375535306277463,,-3.551771544723936,,7.886873935819807,,0.9473332560406053,,12.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-1.0612082289269151,,6.930796301490055,,0.9465711493552622,,-3.467776132051087,,7.065065213888763,,0.9601067235468274,,12.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.7930209605984191,,4.347468065172947,,0.8329908405497857,,-2.695870562222006,,4.5114782468723815,,0.8985109965015805,,9.0,0,0,0
Mesophytoplankton,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-1.0634601791264056,,5.002536755150475,,0.9442200660945793,,-3.2136769210050575,,4.437131874486288,,0.9804801654760147,,4.0,0,1,0
Mollusca,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-1.0110429457059449,,4.775352255052212,,0.8883863359537796,,-3.1729835077972464,,4.531488485472477,,0.8847142909116215,,7.0,0,0,0
Other_zooplankton,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.8136115401232042,,3.9136925060897747,,0.7102723111029142,,-2.8798465354607408,,4.422039156992616,,0.7273766780673558,,5.0,0,0,1
Rhizaria,1.0,2010,04,Indian Ocean,-17.5,41.5,0.0,199.8,1,-0.5482820595037402,,1.3537204725305982,,0.7173591549777446,,-1.82045944490855,,1.023799756396409,,0.7594842711768223,,7.0,0,0,1
Actinopterygii,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.8849474284418968,,4.202652794028875,,0.8017697948087306,,-2.8540504635145436,,4.003900834128797,,0.9096521563891784,,3.0,0,1,0
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.6987420696979565,,3.5323528961321604,,0.7736233466373508,,-2.359229730735998,,3.47487738943168,,0.8142900648725924,,9.0,0,0,1
Crustaceans,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-1.0843461922329956,,7.66900143756875,,0.9816432287482939,,-3.6132390276165918,,8.025765606265995,,0.9847535188152255,,10.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.7766767675925389,,4.6577335131315785,,0.9751913075942684,,-2.585673198394772,,4.626246807620481,,0.981296770288516,,10.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.826544289223015,,4.789260511386467,,0.8966730816574182,,-2.8257591108324616,,5.0259628423110945,,0.9341263945724568,,9.0,0,0,0
Mesophytoplankton,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.8680283698753827,,3.5242995421025642,,0.8823097996830263,,-3.0046806699191384,,3.9318631999829687,,0.8841329367527546,,4.0,0,1,0
Mollusca,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.37550157392134453,,-0.06736982683676818,,0.6981554606105651,,-1.37853693370268,,-0.1949139715217516,,0.8028707871790892,,8.0,0,0,1
Other_zooplankton,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-0.7731504135765379,,3.318703708266528,,0.8894557209038843,,-2.7202045911323305,,3.7158660816589197,,0.9063059523062329,,7.0,0,0,0
Rhizaria,1.0,2010,04,Indian Ocean,-17.5,42.5,0.0,200.2,1,-1.2027925652875102,,6.8826957866017615,,0.7699763415160241,,-3.9594396624765036,,7.229062421965262,,0.7952916732337052,,5.0,0,0,1
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,3,-1.0347787685234366,0.49717309247894087,6.762190763290417,4.842692901023997,0.8224100791787906,0.08162393767694316,-3.3269445435209826,1.354478243394068,6.662925234838366,4.548437058680184,0.8793470342131714,0.03523531182994246,5.0,0,0,0
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-1.0347787685234366,0.49717309247894087,6.762190763290417,4.842692901023997,0.8224100791787906,0.08162393767694316,-3.3269445435209826,1.354478243394068,6.662925234838366,4.548437058680184,0.8793470342131714,0.03523531182994246,5.0,0,0,0
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-1.0347787685234366,0.49717309247894087,6.762190763290417,4.842692901023997,0.8224100791787906,0.08162393767694316,-3.3269445435209826,1.354478243394068,6.662925234838366,4.548437058680184,0.8793470342131714,0.03523531182994246,5.0,0,0,0
Crustaceans,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-1.0401211690617724,0.0761276133750255,7.233265067404337,0.6379786558977838,0.9258875997468938,0.043447210935270826,-3.4324243398260066,0.2990411437812121,7.432455708048604,0.860592818394226,0.9439625918070343,0.030875789858635743,10.0,0,0,0
Crustaceans,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-1.0401211690617724,0.0761276133750255,7.233265067404337,0.6379786558977838,0.9258875997468938,0.043447210935270826,-3.4324243398260066,0.2990411437812121,7.432455708048604,0.860592818394226,0.9439625918070343,0.030875789858635743,10.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.9241486118670962,0.09990800572886226,5.9801824490332764,0.7781237813284052,0.9618976506903003,0.0057299208121662365,-3.0595580091106362,0.25413389766000455,6.07658340799797,0.6758403007870138,0.9705373552039113,0.006598825617747962,11.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,3,-0.9241486118670962,0.09990800572886226,5.9801824490332764,0.7781237813284052,0.9618976506903003,0.0057299208121662365,-3.0595580091106362,0.25413389766000455,6.07658340799797,0.6758403007870138,0.9705373552039113,0.006598825617747962,11.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.6906614146950276,0.2099517421112809,3.547571350301489,1.9551682045125318,0.8301738877140116,0.15432061264132668,-2.407902022574727,0.5724430603970335,3.7114989316223927,1.8309820116587696,0.8828293950438167,0.1044769731013914,7.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-0.6906614146950276,0.2099517421112809,3.547571350301489,1.9551682045125318,0.8301738877140116,0.15432061264132668,-2.407902022574727,0.5724430603970335,3.7114989316223927,1.8309820116587696,0.8828293950438167,0.1044769731013914,7.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,3,-0.6906614146950276,0.2099517421112809,3.547571350301489,1.9551682045125318,0.8301738877140116,0.15432061264132668,-2.407902022574727,0.5724430603970335,3.7114989316223927,1.8309820116587696,0.8828293950438167,0.1044769731013914,7.0,0,0,0
Mesophytoplankton,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-1.4692782239981341,0.16748117238149057,8.410775426857573,1.3475828529944887,0.7765743466929579,0.09791902156530928,-4.6539678205552955,0.6782138639784113,8.552314020111949,1.8679951997649933,0.7610659794475287,0.09248728518623461,4.0,0,1,1
Mesophytoplankton,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,3,-1.4692782239981341,0.16748117238149057,8.410775426857573,1.3475828529944887,0.7765743466929579,0.09791902156530928,-4.6539678205552955,0.6782138639784113,8.552314020111949,1.8679951997649933,0.7610659794475287,0.09248728518623461,4.0,0,1,1
Mollusca,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.45487617795480767,0.17649701916875607,0.24267178069134202,1.272041123302658,0.575811275765263,0.3162913856650829,-1.729016023551513,0.473737944861988,0.40484081592905224,1.1394545283711701,0.6881370543888493,0.2149241211306762,5.0,0,0,1
Mollusca,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-0.45487617795480767,0.17649701916875607,0.24267178069134202,1.272041123302658,0.575811275765263,0.3162913856650829,-1.729016023551513,0.473737944861988,0.40484081592905224,1.1394545283711701,0.6881370543888493,0.2149241211306762,5.0,0,0,1
Mollusca,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,205.3,3,-0.45487617795480767,0.17649701916875607,0.24267178069134202,1.272041123302658,0.575811275765263,0.3162913856650829,-1.729016023551513,0.473737944861988,0.40484081592905224,1.1394545283711701,0.6881370543888493,0.2149241211306762,5.0,0,0,1
Other_zooplankton,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.6888916774113493,0.17369608451305166,2.678812021970303,1.5291296820405127,0.9085218929821869,0.05225396536880967,-2.353323024188995,0.5191747263253268,2.7183344215573366,1.5759826324774844,0.9202406895633439,0.02977485157265171,6.0,0,0,0
Other_zooplankton,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-0.6888916774113493,0.17369608451305166,2.678812021970303,1.5291296820405127,0.9085218929821869,0.05225396536880967,-2.353323024188995,0.5191747263253268,2.7183344215573366,1.5759826324774844,0.9202406895633439,0.02977485157265171,6.0,0,0,0
Rhizaria,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,200.3,3,-0.9468449456925101,0.2373813956316998,4.273550459859712,1.5015225664970933,0.7433896117889436,0.20155119366262836,-3.0549419461511262,0.7357032838537145,4.186459040163245,1.6393162204642735,0.7587129084080635,0.18508306972472455,5.0,0,0,1
Rhizaria,1.0,2010,04,Indian Ocean,-16.5,41.5,0.0,201.0,3,-0.9468449456925101,0.2373813956316998,4.273550459859712,1.5015225664970933,0.7433896117889436,0.20155119366262836,-3.0549419461511262,0.7357032838537145,4.186459040163245,1.6393162204642735,0.7587129084080635,0.18508306972472455,5.0,0,0,1
Actinopterygii,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.3488708662581889,,-0.4243860150631118,,0.5838193077171596,,-1.0416813961834601,,-1.3964940542587705,,0.5469583576415364,,3.0,0,1,1
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.8780545292196718,,5.667617485323432,,0.9144949602009601,,-3.077656605271112,,6.21281672827465,,0.9343356284111293,,6.0,0,0,0
Crustaceans,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-1.0511578831338917,,7.866217484468093,,0.9432689351680204,,-3.5032567652892665,,8.181244618414054,,0.9424294483772245,,12.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.9487830446616404,,6.605406724450878,,0.9457264990038803,,-3.1122956224781104,,6.650083093803271,,0.9629334195442703,,11.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.8141112331901781,,4.904148265404093,,0.8575024733159498,,-2.7338647259293887,,4.976376244237744,,0.9180322665469249,,9.0,0,0,0
Mesophytoplankton,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.9777177694836816,,4.980856109495023,,0.8511415400345856,,-3.2667202146300367,,5.18510603292871,,0.8537502331433419,,4.0,0,1,0
Mollusca,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.5417990781727618,,1.5771999583025225,,0.8482505150791247,,-1.7912679288953284,,1.2712979081745548,,0.8774107805746234,,8.0,0,0,0
Other_zooplankton,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.7258888257539955,,3.2540597593219944,,0.7707748244650352,,-2.332594391420113,,2.9321988686309584,,0.810240290400064,,8.0,0,0,1
Rhizaria,1.0,2010,04,Indian Ocean,-15.5,40.5,0.0,200.6,1,-0.5045286212155778,,1.2087286607325236,,0.45855473824233706,,-2.0351811226274026,,1.867458692695997,,0.6439035902210728,,7.0,0,0,1
Actinopterygii,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,0.042084679004487056,,-4.128300688417667,,0.009564133720532664,,0.10997298656303618,,-5.147278851235352,,0.01157440634446849,,5.0,0,0,1
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-0.4792607208297587,,1.7790886492746871,,0.8383013400962609,,-1.7060758503282634,,1.6603209639141392,,0.8876821705554107,,7.0,0,0,0
Crustaceans,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-1.0081672056310191,,7.1622098902648155,,0.9672700190626876,,-3.3715319711582885,,7.456601313304541,,0.9759990883438617,,10.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-1.023150309020444,,6.997072826916064,,0.8709218948378906,,-3.32955384430149,,7.044722720328592,,0.8987798863730766,,11.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-0.7819230940312959,,4.120241807019731,,0.9682879294713563,,-2.5622166310060903,,3.9625013657781594,,0.9611211858037627,,8.0,0,0,0
Mollusca,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-0.5017655303404823,,1.1278291334100499,,0.5995422875150149,,-1.9446055540460887,,1.5191918765808632,,0.742527811553728,,6.0,0,0,1
Other_zooplankton,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-0.3785936280355716,,-0.15013025207865516,,0.14017658584126136,,-1.4545030067772013,,-0.14776956203901737,,0.21764135430096332,,3.0,0,1,1
Rhizaria,1.0,2010,04,Indian Ocean,-15.5,41.5,0.0,200.6,1,-0.5464647129696572,,1.5066109834072452,,0.7003018509739849,,-1.8246974104748792,,1.2448493005955856,,0.7859892715483731,,5.0,0,0,1
Actinopterygii,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,62.7,1,-0.33394562280775114,,-0.32510527306005343,,0.8219547837979457,,-0.3239308882513633,,-3.099907596084379,,0.9995709366604498,,4.0,0,1,0
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,62.7,2,-1.4440850921734936,0.718452060409637,11.67283149000745,7.586633527488739,0.9314078012212668,0.0032087302763213767,-4.274378923789836,1.4582689127127262,10.674488503314759,5.332607964855654,0.9302374350024378,0.018437369517077595,3.0,0,1,0
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,59.1,2,-1.4440850921734936,0.718452060409637,11.67283149000745,7.586633527488739,0.9314078012212668,0.0032087302763213767,-4.274378923789836,1.4582689127127262,10.674488503314759,5.332607964855654,0.9302374350024378,0.018437369517077595,3.0,0,1,0
Crustaceans,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,62.7,2,-1.924489693758105,0.9163722704065759,15.433179668608332,8.496497275969856,0.9626152979344496,0.026751278803644148,-5.958372290966043,2.742260703533267,15.506467672024435,8.727614874654407,0.9639773187460754,0.024361695362455842,3.0,0,1,0
Crustaceans,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,59.1,2,-1.924489693758105,0.9163722704065759,15.433179668608332,8.496497275969856,0.9626152979344496,0.026751278803644148,-5.958372290966043,2.742260703533267,15.506467672024435,8.727614874654407,0.9639773187460754,0.024361695362455842,3.0,0,1,0
Detritus,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,59.1,2,-0.6408955483842607,0.2222972568401003,3.4856194642289724,2.1821464647944664,0.9286563894199045,0.012679237285320277,-2.2353206053648984,0.6240044550245475,3.569781760947574,2.1276457861623603,0.9524734850024743,0.01356644330800758,14.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,62.7,2,-0.6408955483842607,0.2222972568401003,3.4856194642289724,2.1821464647944664,0.9286563894199045,0.012679237285320277,-2.2353206053648984,0.6240044550245475,3.569781760947574,2.1276457861623603,0.9524734850024743,0.01356644330800758,14.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,62.7,1,-1.5693333858287577,,11.251111718195023,,0.640228748032428,,-5.10447055684179,,11.836451384474884,,0.6576979472749496,,5.0,0,0,1
Mesophytoplankton,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,62.7,1,-1.251417583206419,,6.721894175395281,,0.9150023041095119,,-3.358576633166013,,5.18811571509399,,0.8632996969727277,,4.0,0,1,0
Mollusca,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,62.7,1,-0.6197675252310969,,2.452092934830301,,0.8361703414723461,,-2.214401789796657,,2.6564150116531415,,0.8884173234221443,,9.0,0,0,0
Rhizaria,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,62.7,2,-1.1101593681121504,0.1700131530948919,6.1023983746026325,2.1624711150384726,0.5228231991673687,0.47973580232932567,-3.5695547354066175,0.5711750159705595,6.160988581599025,2.3333837352255693,0.5738130613212795,0.4755933097737625,3.0,0,1,1
Rhizaria,1.0,2010,04,Indian Ocean,-0.5,73.5,0.0,59.1,2,-1.1101593681121504,0.1700131530948919,6.1023983746026325,2.1624711150384726,0.5228231991673687,0.47973580232932567,-3.5695547354066175,0.5711750159705595,6.160988581599025,2.3333837352255693,0.5738130613212795,0.4755933097737625,3.0,0,1,1
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,0.5,71.5,0.0,100.0,1,-0.9500953699591341,,6.392841881724886,,0.7913183463719444,,-3.1652664761097684,,6.563090411829708,,0.8051863264856615,,6.0,0,0,1
Crustaceans,1.0,2010,04,Indian Ocean,0.5,71.5,0.0,100.0,1,-1.2707935617826023,,9.422018277212938,,0.9608799869264755,,-4.117065020136965,,9.669155766962344,,0.9672969354424886,,10.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,0.5,71.5,0.0,100.0,1,-1.0237374431442288,,6.398167685212935,,0.962561534847203,,-3.3166093243201793,,6.406527763438029,,0.9616115883271148,,10.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,0.5,71.5,0.0,100.0,1,-0.6941801851425627,,2.8935728341053313,,0.72759016169349,,-2.4842960553432007,,3.2490016873628864,,0.7556589379467968,,7.0,0,0,1
Mollusca,1.0,2010,04,Indian Ocean,0.5,71.5,0.0,100.0,1,-0.6386546055205613,,2.304919011163169,,0.7497099549922169,,-2.2325370532458493,,2.3930219901886165,,0.8267403883314861,,9.0,0,0,1
Other_zooplankton,1.0,2010,04,Indian Ocean,0.5,71.5,0.0,100.0,1,-0.3257635187713812,,-0.26926165087164433,,0.2905643428968484,,-1.3135185847866855,,-0.194891665943556,,0.46732433141198215,,4.0,0,1,1
Rhizaria,1.0,2010,04,Indian Ocean,0.5,71.5,0.0,100.0,1,-0.6995830748647175,,2.4148446196649043,,0.9511247550700622,,-2.2686005936875198,,2.224894087046789,,0.974123894971671,,3.0,0,1,0
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,2.5,71.5,0.0,91.2,1,-0.3655001516612114,,1.23148753029361,,0.8469033798365215,,-1.4237903550105548,,1.2675920211006582,,0.8904740220232709,,5.0,0,0,0
Crustaceans,1.0,2010,04,Indian Ocean,2.5,71.5,0.0,91.2,1,-0.9731982709594398,,7.149937449646613,,0.9515993402945769,,-3.259933798719393,,7.421839855434477,,0.9616530035954538,,9.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,2.5,71.5,0.0,91.2,1,-0.6684922421813836,,4.097326535291966,,0.9053618217770506,,-2.2869594583159483,,4.112966339078793,,0.9355597839294537,,12.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,2.5,71.5,0.0,91.2,1,-0.6526917717629306,,3.4166357285933167,,0.8273495495842944,,-2.218767774126634,,3.344102534019414,,0.8491964358732714,,8.0,0,0,0
Mesophytoplankton,1.0,2010,04,Indian Ocean,2.5,71.5,0.0,91.2,1,-1.0824477742364258,,5.532676624230643,,0.8981801771706753,,-3.339960957337646,,5.156316653775285,,0.7855201513416006,,3.0,0,1,0
Mollusca,1.0,2010,04,Indian Ocean,2.5,71.5,0.0,91.2,1,-0.8830289394626243,,4.597822612555596,,0.8649528003158925,,-2.752789365618821,,4.215454017068659,,0.8671416283177866,,4.0,0,1,0
Other_zooplankton,1.0,2010,04,Indian Ocean,2.5,71.5,0.0,91.2,1,-0.3319758844604461,,0.13689688624249996,,0.9935704867103747,,-1.347626229513017,,0.28360953193740635,,0.9786672134871849,,3.0,0,1,0
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,4.5,73.5,0.0,54.0,2,-0.780125662100907,0.15901662202052913,5.2381873220615605,1.7612318753109668,0.6247050024857931,0.0009008090521846499,-2.479201346494336,0.2924540696374816,4.732096312143974,1.137062749871171,0.6766771779072136,0.013608088426685556,4.0,0,1,1
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,4.5,73.5,0.0,53.0,2,-0.780125662100907,0.15901662202052913,5.2381873220615605,1.7612318753109668,0.6247050024857931,0.0009008090521846499,-2.479201346494336,0.2924540696374816,4.732096312143974,1.137062749871171,0.6766771779072136,0.013608088426685556,4.0,0,1,1
Crustaceans,1.0,2010,04,Indian Ocean,4.5,73.5,0.0,54.0,2,-1.8726945154964383,0.6057797999200814,15.198823273311532,5.672733536366937,0.9615593472674523,0.008071114111184184,-5.756156169566193,1.4560289574110583,15.066027734686383,4.683791333600626,0.9683738543032326,0.0044219399176113425,4.0,0,1,0
Crustaceans,1.0,2010,04,Indian Ocean,4.5,73.5,0.0,53.0,2,-1.8726945154964383,0.6057797999200814,15.198823273311532,5.672733536366937,0.9615593472674523,0.008071114111184184,-5.756156169566193,1.4560289574110583,15.066027734686383,4.683791333600626,0.9683738543032326,0.0044219399176113425,4.0,0,1,0
Detritus,1.0,2010,04,Indian Ocean,4.5,73.5,0.0,53.0,2,-0.7835066019761925,0.3691348737298618,4.20152506050966,4.219676882343482,0.9335478882274647,0.08678035361388607,-2.662314366065661,1.0516789869125698,4.3399813493208255,4.159603313727795,0.9602194393984113,0.0517459095101886,10.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,4.5,73.5,0.0,54.0,2,-0.7835066019761925,0.3691348737298618,4.20152506050966,4.219676882343482,0.9335478882274647,0.08678035361388607,-2.662314366065661,1.0516789869125698,4.3399813493208255,4.159603313727795,0.9602194393984113,0.0517459095101886,10.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,4.5,73.5,0.0,54.0,1,-1.7717182858193152,,13.379870513916295,,0.8311157726030135,,-5.501187144733967,,13.451104385073824,,0.8534533524353161,,6.0,0,0,0
Mesophytoplankton,1.0,2010,04,Indian Ocean,4.5,73.5,0.0,54.0,1,-0.36000277439998324,,-0.24419303339069742,,0.8352693318970816,,-0.6317553440621895,,-2.184054914703058,,0.9201138886046303,,3.0,0,1,0
Mollusca,1.0,2010,04,Indian Ocean,4.5,73.5,0.0,54.0,1,-1.140400107460811,,6.1792749680069115,,0.9499299930330972,,-3.52755223274176,,5.8134705678371414,,0.9678170600199507,,7.0,0,0,0
Rhizaria,1.0,2010,04,Indian Ocean,4.5,73.5,0.0,54.0,1,-0.8912749215767756,,4.766334693942959,,0.8377088518354066,,-3.063175300978574,,5.089490262425212,,0.9181448314068194,,4.0,0,1,0
Actinopterygii,1.0,2010,04,Indian Ocean,5.5,73.5,0.0,120.0,1,-0.6468771999330888,,2.4349089996633304,,0.7883580726620143,,-2.1290768534809037,,2.134246443736007,,0.7501978614310604,,6.0,0,0,1
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,5.5,73.5,0.0,120.0,1,-0.4499075019780231,,2.033902134572936,,0.920167977022008,,-1.6726929443145289,,2.1098896678116037,,0.9519080225345667,,6.0,0,0,0
Crustaceans,1.0,2010,04,Indian Ocean,5.5,73.5,0.0,120.0,1,-0.8052014219416924,,5.561021645126905,,0.8537135025452612,,-2.7062759699752283,,5.633054510388742,,0.8989077498969853,,12.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,5.5,73.5,0.0,120.0,1,-0.7518291197240538,,4.597088953451944,,0.9422600568700099,,-2.612868063291915,,4.859156584748565,,0.9644526616944264,,10.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,5.5,73.5,0.0,120.0,1,-1.3668992050248505,,9.783322860542174,,0.7629675988885597,,-4.252176089215046,,9.579989461107322,,0.8056456352119434,,6.0,0,0,1
Mollusca,1.0,2010,04,Indian Ocean,5.5,73.5,0.0,120.0,1,-0.33523398440490465,,-0.11075688272670003,,0.6775389246503005,,-1.3244083252846366,,-0.11217795755266957,,0.7656885453066423,,9.0,0,0,1
Other_zooplankton,1.0,2010,04,Indian Ocean,5.5,73.5,0.0,120.0,1,-0.7472258661103859,,3.3249298309981103,,0.7080910773854225,,-2.6265225522861915,,3.6172670467792587,,0.8252711727918012,,6.0,0,0,1
Rhizaria,1.0,2010,04,Indian Ocean,5.5,73.5,0.0,120.0,1,-0.679280077530086,,2.9102887351021463,,0.5820744358574179,,-2.358385081393267,,3.0450028098537127,,0.6686663790612433,,6.0,0,0,1
Carnivorous_gelatinous,1.0,2010,04,Indian Ocean,6.5,73.5,0.0,98.0,1,-0.7661551187473719,,5.06923517201311,,0.9125822668491763,,-2.458779190319902,,4.702796505359848,,0.9477017561664561,,7.0,0,0,0
Crustaceans,1.0,2010,04,Indian Ocean,6.5,73.5,0.0,98.0,1,-0.9365159082500174,,6.698463200364479,,0.9897178981893625,,-3.1169865811042308,,6.86123236665641,,0.990928797277461,,8.0,0,0,0
Detritus,1.0,2010,04,Indian Ocean,6.5,73.5,0.0,98.0,1,-0.7901471589952991,,4.909415338400544,,0.9773627080118258,,-2.690440880952037,,5.068624370855097,,0.9737640949475683,,10.0,0,0,0
Filter_feeder_gelatinous,1.0,2010,04,Indian Ocean,6.5,73.5,0.0,98.0,1,-0.5646625985389031,,2.714407187750066,,0.9178429013522034,,-2.0862095636673295,,3.0191449329483717,,0.9535189171089798,,8.0,0,0,0
Mollusca,1.0,2010,04,Indian Ocean,6.5,73.5,0.0,98.0,1,-0.44936917195948295,,0.9170686717040559,,0.5090816570805927,,-1.7829927461231752,,1.2997087279951383,,0.6465982536943943,,7.0,0,0,1
Rhizaria,1.0,2010,04,Indian Ocean,6.5,73.5,0.0,98.0,1,-0.5744452864319265,,2.1143276765083208,,0.9859411812764958,,-2.6702347060082645,,3.893547966828659,,0.9857690501379687,,4.0,0,1,0
Crustaceans,1.0,2010,04,North Atlantic Ocean,43.5,-2.5,0.0,98.4807753,1,-1.3616706603143098,,10.978659191810136,,0.9227651507550053,,-4.358284847664921,,11.16108887523655,,0.9342344291963472,,8.0,0,0,0
Detritus,1.0,2010,04,North Atlantic Ocean,43.5,-2.5,0.0,98.4807753,1,-1.0914839121819837,,7.124564395776895,,0.7703658874291592,,-3.574045107466899,,7.279183844351518,,0.8013841488531788,,9.0,0,0,1
Filter_feeder_gelatinous,1.0,2010,04,North Atlantic Ocean,43.5,-2.5,0.0,98.4807753,1,-1.6115548172729603,,11.216619880342606,,0.969236835431882,,-5.155737151940221,,11.657689227088811,,0.9723110992676264,,4.0,0,1,0
