PFT,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,biovolume_size_class,normalized_biovolume_mean,normalized_biovolume_std,equivalent_circular_diameter_mean,normalized_abundance_mean,normalized_abundance_std,QC_3std_dev,QC_min_n_size_bins,QC_R2
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-29.5,2.0,201.0,1,790284465.9346219,0.0420350502772052,,1147.0832576583095,0.0034194620643359,,0,1,0
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-29.5,2.0,201.0,1,1596484088.142202,0.021833002955744,,1450.068963877236,0.0017050642948767,,0,1,0
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-29.5,2.0,201.0,1,3198238305.1719217,0.0052470883431137,,1827.9770239256288,0.0004540279525142,,0,1,0
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-29.5,2.0,201.0,1,12713151508.920866,0.0016648185514024,,2895.6864471140507,0.0001295247708043,,0,1,0
Rhizaria,1.0,2012,03,North Atlantic Ocean,36.5,-29.5,2.0,201.0,1,3198238305.1719217,0.004570845945922,,1827.9770239256288,0.0003026853016761,,0,1,0
Rhizaria,1.0,2012,03,North Atlantic Ocean,36.5,-29.5,2.0,201.0,1,6368819972.300732,0.0021847058221257,,2299.7825984209894,0.0001400508697267,,0,1,0
Rhizaria,1.0,2012,03,North Atlantic Ocean,36.5,-29.5,2.0,201.0,1,12713151508.920866,0.0007119848738598,,2895.6864471140507,6.476238540215576e-05,,0,1,0
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,790284465.9346219,0.0226435267051147,,1147.0832576583095,0.0018079299782162,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,1596484088.142202,0.0155208366068295,,1450.068963877236,0.0013217446054501,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,3198238305.1719217,0.0037448136001967,,1827.9770239256288,0.000312068375116,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,6368819972.300732,0.0008074982219028,,2299.7825984209894,6.079678636134157e-05,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,12713151508.920866,0.0001585519588934,,2895.6864471140507,1.4056838480287223e-05,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,25468270205.310867,0.0004553558805923,,3650.3424496887937,2.596986005139404e-05,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,50950559778.40595,0.0001903104811531,,4599.565196841983,1.2063610328284934e-05,,0,0,0
Rhizaria,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,790284465.9346219,0.0010383104761178,,1147.0832576583095,7.612336750384307e-05,,0,1,1
Rhizaria,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,12713151508.920866,0.0002287569888428,,2895.6864471140507,1.4056838480287223e-05,,0,1,1
Rhizaria,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,50950559778.40595,0.000343954143141,,4599.565196841983,2.4127220656569867e-05,,0,1,1
Rhizaria,1.0,2012,03,North Atlantic Ocean,36.5,-28.5,1.0,201.0,1,101705212071.36678,0.0003478064621034,,5791.372894228102,2.2313840190955005e-05,,0,1,1
Crustaceans,1.0,2012,03,North Atlantic Ocean,37.5,-24.5,2.0,201.0,1,1596484088.142202,0.003349800709467,,1450.068963877236,0.0002456575832351,,0,1,0
Crustaceans,1.0,2012,03,North Atlantic Ocean,37.5,-24.5,2.0,201.0,1,3198238305.1719217,0.0014985334097705,,1827.9770239256288,0.0001144748425465,,0,1,0
Crustaceans,1.0,2012,03,North Atlantic Ocean,37.5,-24.5,2.0,201.0,1,6368819972.300732,0.0011449114266566,,2299.7825984209894,0.0001059337944174,,0,1,0
Detritus,1.0,2012,03,North Atlantic Ocean,37.5,-24.5,2.0,201.0,1,790284465.9346219,0.0117799124347028,,1147.0832576583095,0.0009284744066756,,0,1,0
Detritus,1.0,2012,03,North Atlantic Ocean,37.5,-24.5,2.0,201.0,1,1596484088.142202,0.0066438121081801,,1450.068963877236,0.0006141439580879,,0,1,0
Detritus,1.0,2012,03,North Atlantic Ocean,37.5,-24.5,2.0,201.0,1,3198238305.1719217,0.0052006444503112,,1827.9770239256288,0.0004578993701862,,0,1,0
Detritus,1.0,2012,03,North Atlantic Ocean,37.5,-24.5,2.0,201.0,1,6368819972.300732,0.0020299685968777,,2299.7825984209894,0.0001059337944174,,0,1,0
Detritus,1.0,2012,03,North Atlantic Ocean,41.5,-19.5,4.0,201.0,1,1596484088.142202,0.0172322786061041,,1450.068963877236,0.0013421777947415,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,41.5,-19.5,4.0,201.0,1,3198238305.1719217,0.0140982456932428,,1827.9770239256288,0.000962224859116,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,41.5,-19.5,4.0,201.0,1,6368819972.300732,0.0078157850446455,,2299.7825984209894,0.0005342595533208,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,41.5,-19.5,4.0,201.0,1,12713151508.920866,0.0065385650441067,,2895.6864471140507,0.0004941050800249,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,41.5,-19.5,4.0,201.0,1,50950559778.40595,0.0010296004228405,,4599.565196841983,7.067368141380291e-05,,0,0,0
Crustaceans,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,790284465.9346219,0.0020989264944105,,1147.0832576583095,0.0001687215631672,,0,0,0
Crustaceans,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,1596484088.142202,0.0013775926475953,,1450.068963877236,0.0001194794744693,,0,0,0
Crustaceans,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,3198238305.1719217,0.0007213087960717,,1827.9770239256288,5.995948126786806e-05,,0,0,0
Crustaceans,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,6368819972.300732,0.0001067395289021,,2299.7825984209894,7.92655177169056e-06,,0,0,0
Crustaceans,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,12713151508.920866,8.763994881631045e-05,,2895.6864471140507,7.330799183894896e-06,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,790284465.9346219,0.030939305736717,,1147.0832576583095,0.0025308234475082,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,1596484088.142202,0.0162124193347747,,1450.068963877236,0.0014061815072159,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,3198238305.1719217,0.0052701098715971,,1827.9770239256288,0.0004025850885128,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,6368819972.300732,0.0044624672494295,,2299.7825984209894,0.0003170620708676,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,12713151508.920866,0.0031856648288148,,2895.6864471140507,0.0002125931763329,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,25468270205.310867,0.0004880003781895,,3650.3424496887937,2.708714753144606e-05,,0,0,0
Mollusca,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,6368819972.300732,0.009000770682682,,2299.7825984209894,0.0006341241417352,,0,0,0
Mollusca,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,12713151508.920866,0.0086964685704266,,2895.6864471140507,0.000557140737976,,0,0,0
Mollusca,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,25468270205.310867,0.0034765955725258,,3650.3424496887937,0.0002166971802515,,0,0,0
Mollusca,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,50950559778.40595,0.0021770361880444,,4599.565196841983,0.0001258261662086,,0,0,0
Mollusca,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,101705212071.36678,0.0007218799596213,,5791.372894228102,4.072921417698832e-05,,0,0,0
Mollusca,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,203373568902.34256,0.0009779664673391,,7296.231904209181,4.846815986027929e-05,,0,0,0
Mollusca,1.0,2012,03,North Atlantic Ocean,43.5,-16.5,1.0,201.0,1,405676930955.3644,0.0009915436775894,,9184.60668727845,4.001032621293114e-05,,0,0,0
Crustaceans,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,790284465.9346219,0.0021107736479533,,1147.0832576583095,0.0001724852659279,,0,1,1
Crustaceans,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,1596484088.142202,0.0008337642985083,,1450.068963877236,7.986385862341265e-05,,0,1,1
Crustaceans,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,3198238305.1719217,0.0001192517257792,,1827.9770239256288,1.2405346934100572e-05,,0,1,1
Crustaceans,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,6368819972.300732,0.0003472843560604,,2299.7825984209894,2.295955063244965e-05,,0,1,1
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,790284465.9346219,0.0164122164170922,,1147.0832576583095,0.0013223870387811,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,1596484088.142202,0.0126138343255999,,1450.068963877236,0.0010648514483121,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,3198238305.1719217,0.0063885525756658,,1827.9770239256288,0.0004838085304299,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,6368819972.300732,0.0047038170472523,,2299.7825984209894,0.000309953933538,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,12713151508.920866,0.0032240440976274,,2895.6864471140507,0.0002017223464786,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,25468270205.310867,0.0007689346275912,,3650.3424496887937,5.884419415432298e-05,,0,0,0
Mollusca,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,25468270205.310867,0.0019742384207678,,3650.3424496887937,0.0001176883883086,,0,1,1
Mollusca,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,50950559778.40595,0.0004556346639174,,4599.565196841983,2.7334511120000795e-05,,0,1,1
Mollusca,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,101705212071.36678,0.0014196222128339,,5791.372894228102,6.741352947489137e-05,,0,1,1
Mollusca,1.0,2012,03,North Atlantic Ocean,44.5,-16.5,2.0,201.0,1,203373568902.34256,0.0003471698185714,,7296.231904209181,1.5598868803738054e-05,,0,1,1
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-10.5,3.0,201.0,1,790284465.9346219,0.0629645229744701,,1147.0832576583095,0.0051066092367161,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-10.5,3.0,201.0,1,1596484088.142202,0.0424567641436359,,1450.068963877236,0.0033600139180653,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-10.5,3.0,201.0,1,3198238305.1719217,0.0209236593796023,,1827.9770239256288,0.0016237352666471,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-10.5,3.0,201.0,1,6368819972.300732,0.0087261509055945,,2299.7825984209894,0.000643965960801,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-10.5,3.0,201.0,1,12713151508.920866,0.003727407452364,,2895.6864471140507,0.0002977830257008,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-10.5,3.0,201.0,1,25468270205.310867,0.0020511978852109,,3650.3424496887937,9.16918304446149e-05,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-10.5,3.0,201.0,1,50950559778.40595,0.001110727048712,,4599.565196841983,8.518602030060852e-05,,0,0,0
Detritus,1.0,2012,03,North Atlantic Ocean,44.5,-10.5,3.0,201.0,1,101705212071.36678,0.0011625661821007,,5791.372894228102,7.87835147092929e-05,,0,0,0
Crustaceans,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,3198238305.1719217,0.002293657096595,,1827.9770239256288,0.0001811351770979,,0,1,1
Crustaceans,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,12713151508.920866,0.0001838276609794,,2895.6864471140507,1.550223427982007e-05,,0,1,1
Crustaceans,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,50950559778.40595,0.000199177391318,,4599.565196841983,1.3304052247010583e-05,,0,1,1
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,790284465.9346219,0.1094676770494793,,1147.0832576583095,0.0099691527803789,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,1596484088.142202,0.0500186336611795,,1450.068963877236,0.0041591702486533,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0158687349165273,,1827.9770239256288,0.0012860597573953,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,6368819972.300732,0.0033247130044327,,2299.7825984209894,0.0002514308321236,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,12713151508.920866,0.000379729013343,,2895.6864471140507,3.100446855964014e-05,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,25468270205.310867,0.0005048171354113,,3650.3424496887937,2.8640213465881995e-05,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,790284465.9346219,0.3075531608578256,,1147.0832576583095,0.0294037537796019,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,1596484088.142202,0.0684129646345401,,1450.068963877236,0.0059277893730806,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0177627761735251,,1827.9770239256288,0.0014309678990737,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,6368819972.300732,0.003614461862904,,2299.7825984209894,0.0002681928875985,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,12713151508.920866,0.0003123313648884,,2895.6864471140507,1.550223427982007e-05,,0,0,0
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,790284465.9346219,0.003172603720044,,1147.0832576583095,0.0003148153509593,,0,0,0
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,1596484088.142202,0.0021962778415987,,1450.068963877236,0.0001749183749433,,0,0,0
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,3198238305.1719217,0.0007254519951232,,1827.9770239256288,7.245407083917666e-05,,0,0,0
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,6368819972.300732,0.0004699334041787,,2299.7825984209894,3.352411094981965e-05,,0,0,0
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,12713151508.920866,0.0008975196145357,,2895.6864471140507,6.200893711928028e-05,,0,0,0
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-23.5,2.0,201.0,1,25468270205.310867,0.0001954194407159,,3650.3424496887937,1.4320106732940996e-05,,0,0,0
Crustaceans,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,1596484088.142202,0.0053825561458696,,1450.068963877236,0.0004470560601718,,0,0,0
Crustaceans,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,3198238305.1719217,0.0019892677824086,,1827.9770239256288,0.0001666601825962,,0,0,0
Crustaceans,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,6368819972.300732,0.0002991426971647,,2299.7825984209894,2.203222138841859e-05,,0,0,0
Crustaceans,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,12713151508.920866,0.0002495097448958,,2895.6864471140507,2.0376299206226377e-05,,0,0,0
Crustaceans,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,25468270205.310867,0.0002045616105056,,3650.3424496887937,9.411249184749434e-06,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,790284465.9346219,0.0986361745932769,,1147.0832576583095,0.0090207658075326,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,1596484088.142202,0.0489298186007495,,1450.068963877236,0.0041895539353247,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,3198238305.1719217,0.0156957346391106,,1827.9770239256288,0.0012618556682285,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,6368819972.300732,0.0029115255381362,,2299.7825984209894,0.0002313383245783,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,12713151508.920866,0.0011022810316283,,2895.6864471140507,7.131704722179232e-05,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,50950559778.40595,0.0001151023116166,,4599.565196841983,8.743492852292985e-06,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,790284465.9346219,0.3412666624808469,,1147.0832576583095,0.0324692396191617,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,1596484088.142202,0.0742090638740369,,1450.068963877236,0.006590883629962,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,3198238305.1719217,0.0239840647033145,,1827.9770239256288,0.0019404006973703,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,6368819972.300732,0.0039257621117897,,2299.7825984209894,0.0002864188780494,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,12713151508.920866,0.0007717580961832,,2895.6864471140507,5.094074801556594e-05,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,25468270205.310867,0.0001098370376816,,3650.3424496887937,9.411249184749434e-06,,0,0,0
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,790284465.9346219,0.0024305347972663,,1147.0832576583095,0.0002068982983379,,0,0,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,1596484088.142202,0.0006389937354629,,1450.068963877236,5.109212116249663e-05,,0,0,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,3198238305.1719217,0.000147327778609,,1827.9770239256288,1.1904298756873458e-05,,0,0,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,6368819972.300732,0.0003485592959658,,2299.7825984209894,2.203222138841859e-05,,0,0,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,4.5,-22.5,1.0,201.0,1,12713151508.920866,0.0001723965391813,,2895.6864471140507,1.0188149603113189e-05,,0,0,1
Crustaceans,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,1596484088.142202,0.0037002033776574,,1450.068963877236,0.0002985201814398,,0,1,1
Crustaceans,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,3198238305.1719217,0.0008233647905774,,1827.9770239256288,7.419118447666219e-05,,0,1,1
Crustaceans,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,6368819972.300732,0.0001222804574389,,2299.7825984209894,8.58196603409242e-06,,0,1,1
Crustaceans,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,12713151508.920866,0.0005109176668904,,2895.6864471140507,3.174781237088698e-05,,0,1,1
Detritus,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,790284465.9346219,0.0844669720181493,,1147.0832576583095,0.0076185161935876,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,1596484088.142202,0.0389960660331789,,1450.068963877236,0.0033235246866972,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,3198238305.1719217,0.0138447043177396,,1827.9770239256288,0.0011035938690903,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,6368819972.300732,0.0038260834784609,,2299.7825984209894,0.0002917868451591,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,12713151508.920866,0.0009479529300526,,2895.6864471140507,6.349562474177397e-05,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,25468270205.310867,0.0001593612157657,,3650.3424496887937,7.331718342695614e-06,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,50950559778.40595,0.0001248086048323,,4599.565196841983,6.811510955236832e-06,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,790284465.9346219,0.2861521943785404,,1147.0832576583095,0.0272934148543196,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,1596484088.142202,0.0602669050039445,,1450.068963877236,0.0052340538479124,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,3198238305.1719217,0.0143813255479695,,1827.9770239256288,0.0011685111555074,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,6368819972.300732,0.0026891379580822,,2299.7825984209894,0.0001973852187841,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,12713151508.920866,0.0010480518007734,,2895.6864471140507,7.936953092721745e-05,,0,0,0
Rhizaria,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,790284465.9346219,0.0034605442094135,,1147.0832576583095,0.0003116177286516,,0,0,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,1596484088.142202,0.0005986485870667,,1450.068963877236,5.970403628797497e-05,,0,0,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,3198238305.1719217,0.0012674481270309,,1827.9770239256288,9.273898059582771e-05,,0,0,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,6368819972.300732,0.0002756759111316,,2299.7825984209894,1.716393206818484e-05,,0,0,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,5.5,-22.5,1.0,201.0,1,12713151508.920866,0.0002521750128893,,2895.6864471140507,1.5873906185443488e-05,,0,0,1
Detritus,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,790284465.9346219,0.0592267141940356,,1147.0832576583095,0.0052543909632668,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,1596484088.142202,0.029646939494512,,1450.068963877236,0.0024894585054113,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,3198238305.1719217,0.0107948610793539,,1827.9770239256288,0.0009139957573023,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,6368819972.300732,0.0040861779480744,,2299.7825984209894,0.0002927775787264,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,12713151508.920866,0.0010681426555123,,2895.6864471140507,6.0171705792289e-05,,0,0,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,790284465.9346219,0.1977064454597418,,1147.0832576583095,0.0186551245052419,,0,1,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,1596484088.142202,0.0342498827027553,,1450.068963877236,0.0030552445293684,,0,1,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,3198238305.1719217,0.0121199279608978,,1827.9770239256288,0.0009491494402755,,0,1,0
Mesophytoplankton,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,6368819972.300732,0.0007581027145841,,2299.7825984209894,6.506168416143996e-05,,0,1,0
Rhizaria,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,790284465.9346219,0.0060725567639341,,1147.0832576583095,0.0006109756934031,,0,1,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,1596484088.142202,0.0011853297842643,,1450.068963877236,0.0001131572047914,,0,1,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,3198238305.1719217,0.0018148787934661,,1827.9770239256288,0.0001406147318926,,0,1,1
Rhizaria,1.0,2012,10,North Atlantic Ocean,6.5,-23.5,3.0,201.0,1,6368819972.300732,0.0004635168951616,,2299.7825984209894,3.253084208071998e-05,,0,1,1
Crustaceans,1.0,2012,10,North Atlantic Ocean,6.5,-22.5,2.0,201.0,1,1596484088.142202,0.003119311887339,,1450.068963877236,0.0002621820235812,,0,1,0
Crustaceans,1.0,2012,10,North Atlantic Ocean,6.5,-22.5,2.0,201.0,1,3198238305.1719217,0.0008586590375006,,1827.9770239256288,6.981435697781031e-05,,0,1,0
Crustaceans,1.0,2012,10,North Atlantic Ocean,6.5,-22.5,2.0,201.0,1,6368819972.300732,0.0002040968625211,,2299.7825984209894,1.61513647342843e-05,,0,1,0
Crustaceans,1.0,2012,10,North Atlantic Ocean,6.5,-22.5,2.0,201.0,1,12713151508.920866,0.0002466308187007,,2895.6864471140507,1.4937442512613208e-05,,0,1,0
Detritus,1.0,2012,10,North Atlantic Ocean,6.5,-22.5,2.0,201.0,1,790284465.9346219,0.0755279080832923,,1147.0832576583095,0.007037620386464,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,6.5,-22.5,2.0,201.0,1,1596484088.142202,0.0266170313317554,,1450.068963877236,0.0023409109248327,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,6.5,-22.5,2.0,201.0,1,3198238305.1719217,0.0085818624023274,,1827.9770239256288,0.0006981435697781,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,6.5,-22.5,2.0,201.0,1,6368819972.300732,0.0023017929041255,,2299.7825984209894,0.0001776650120771,,0,0,0
Detritus,1.0,2012,10,North Atlantic Ocean,6.5,-22.5,2.0,201.0,1,12713151508.920866,0.0007163677408647,,2895.6864471140507,4.481232753783963e-05,,0,0,0
