PFT,Validation_percentage,biomass_mid,range_biomass_bin,ocean,year,month,latitude,longitude,min_depth,max_depth,n,normalized_biomass_mean,normalized_biomass_std,QC_3std_dev,QC_min_n_size_bins,QC_R2
Detritus,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.0005514095573559,,0,0,0
Mesophytoplankton,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.031796150438643,,0,1,0
Mesophytoplankton,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.0078379587111619,,0,1,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.0009270382609359,,0,1,0
Rhizaria,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.0287826527093537,,0,0,0
Rhizaria,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.0104174702833996,,0,0,0
Rhizaria,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.0077908559285425,,0,0,0
Rhizaria,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.0028287368524216,,0,0,0
Rhizaria,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.001850684479007,,0,0,0
Rhizaria,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.0002652512706008,,0,0,0
Rhizaria,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.0003900604044294,,0,0,0
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,12.5,-21.5,2.0,201.0,1,0.0003670103619007,,0,0,0
Carnivorous_gelatinous,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0060462861858423,,0,0,1
Carnivorous_gelatinous,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.005973166227809,,0,0,1
Carnivorous_gelatinous,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0058274847486771,,0,0,1
Carnivorous_gelatinous,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.004059410193894,,0,0,1
Carnivorous_gelatinous,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0033081530421182,,0,0,1
Carnivorous_gelatinous,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0008318174560253,,0,0,1
Crustaceans,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0047457758523055,,0,0,1
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0021383806189709,,0,0,1
Crustaceans,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0004219496088147,,0,0,1
Crustaceans,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.000985299486903,,0,0,1
Crustaceans,1.0,0.0028780942304602,0.0020798590839583,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0006734103076221,,0,0,1
Crustaceans,1.0,0.0058493055645773,0.0042445487794886,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0002126469360491,,0,0,1
Detritus,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0643211177123009,,0,0,1
Detritus,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0258023616310632,,0,0,1
Detritus,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0100373711338012,,0,0,1
Detritus,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0212684483876111,,0,0,1
Detritus,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0300464387529259,,0,0,1
Detritus,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0129532079211661,,0,0,1
Detritus,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0044105630837297,,0,0,1
Detritus,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.000515943340059,,0,0,1
Filter_feeder_gelatinous,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0002511644226516,,0,1,1
Filter_feeder_gelatinous,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0002184303269174,,0,1,1
Filter_feeder_gelatinous,1.0,0.0241859514203969,0.0174210639945971,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.000228951936407,,0,1,1
Mesophytoplankton,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0104943931109887,,0,1,0
Mesophytoplankton,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0037817198268977,,0,1,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0022704468143512,,0,1,0
Rhizaria,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0058559206881483,,0,0,0
Rhizaria,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0030758072804163,,0,0,0
Rhizaria,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0018676267142423,,0,0,0
Rhizaria,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0009979013733075,,0,0,0
Rhizaria,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0008165250485055,,0,0,0
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0006018610668802,,0,0,0
Rhizaria,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2012,11,13.5,-23.5,2.0,201.0,1,0.0002697897080917,,0,0,0
Carnivorous_gelatinous,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0005193878199994,,0,1,1
Carnivorous_gelatinous,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0003012491473117,,0,1,1
Carnivorous_gelatinous,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0001986306538209,,0,1,1
Carnivorous_gelatinous,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0002469685246126,,0,1,1
Crustaceans,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0055439080507347,,0,0,0
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0035763306587117,,0,0,0
Crustaceans,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0008390396872999,,0,0,0
Crustaceans,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0004005940034487,,0,0,0
Crustaceans,1.0,0.0058493055645773,0.0042445487794886,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0001772268105644,,0,0,0
Detritus,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0671424982728431,,0,0,1
Detritus,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0280042947582275,,0,0,1
Detritus,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0061795565082864,,0,0,1
Detritus,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0145638613389175,,0,0,1
Detritus,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.020319044503665,,0,0,1
Detritus,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0053724890408759,,0,0,1
Detritus,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0005802146470103,,0,0,1
Rhizaria,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0063055652837233,,0,0,0
Rhizaria,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0032781516871868,,0,0,0
Rhizaria,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0015857579741668,,0,0,0
Rhizaria,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0004522650091571,,0,0,0
Rhizaria,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0010238317236336,,0,0,0
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0008373693375064,,0,0,0
Rhizaria,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.000412669144255,,0,0,0
Rhizaria,1.0,0.0028780942304602,0.0020798590839583,North Atlantic Ocean,2012,11,13.5,-22.5,2.0,201.0,1,0.0002240946350814,,0,0,0
Carnivorous_gelatinous,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0016334855066394,,0,1,1
Carnivorous_gelatinous,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0004654414364563,,0,1,1
Carnivorous_gelatinous,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0004401560806544,,0,1,1
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0014702530743827,,0,0,1
Crustaceans,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0005451763386048,,0,0,1
Crustaceans,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0005582527959403,,0,0,1
Crustaceans,1.0,0.0241859514203969,0.0174210639945971,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0005859153044466,,0,0,1
Crustaceans,1.0,0.049246806215375,0.0360489105808891,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0005177835890474,,0,0,1
Detritus,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0388454364733402,,0,0,0
Detritus,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0214786397663397,,0,0,0
Detritus,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0064451656773076,,0,0,0
Detritus,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0020264160833273,,0,0,0
Detritus,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0024784992684812,,0,0,0
Detritus,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0013998576159999,,0,0,0
Mesophytoplankton,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0035379339195647,,0,1,0
Mesophytoplankton,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0031128384794799,,0,1,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0006882013976014,,0,1,0
Rhizaria,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0072509668725289,,0,0,1
Rhizaria,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0040590550398014,,0,0,1
Rhizaria,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0015049493977163,,0,0,1
Rhizaria,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0028056258661738,,0,0,1
Rhizaria,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,13.5,-20.5,2.0,201.0,1,0.0008713815126745,,0,0,1
Carnivorous_gelatinous,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,14.5,-23.5,1.0,201.0,1,0.0002840392684898,,0,1,0
Carnivorous_gelatinous,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,14.5,-23.5,1.0,201.0,1,0.00026969493167,,0,1,0
Carnivorous_gelatinous,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.000981117683906,,0,1,0
Carnivorous_gelatinous,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,2,0.0005420785910257,0.0004821195041847036,0,1,0
Carnivorous_gelatinous,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,2,0.00028784285371475,0.00015280377412848605,0,1,0
Carnivorous_gelatinous,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0003803427265058,,0,1,0
Carnivorous_gelatinous,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2012,11,14.5,-23.5,1.0,201.0,1,0.0001898528251723,,0,1,0
Crustaceans,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,2,0.0024915799897654,0.0011438261859423777,0,1,0
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.002115208821804933,0.0010147018468925257,0,1,0
Crustaceans,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.0006443440965004666,0.00039508270218745943,0,1,0
Crustaceans,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.0006726944638606002,0.0004936419802597713,0,1,0
Crustaceans,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,2,0.00035154218180265,5.7918559078484405e-05,0,1,0
Crustaceans,1.0,0.0058493055645773,0.0042445487794886,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.000431825815767,,0,1,0
Detritus,1.0,1.151985493259287e-06,8.277774861587923e-07,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0351306652439087,,0,0,0
Detritus,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0213665438517871,,0,0,0
Detritus,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.08111400804662026,0.05485070927148704,0,0,0
Detritus,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.04388570953175177,0.03264363745887804,0,0,0
Detritus,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.019867324166121934,0.01785968579287706,0,0,0
Detritus,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.0139657225167018,0.019495022848027642,0,0,0
Detritus,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.021173884668465134,0.030945170983466618,0,0,0
Detritus,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.0050060638627367,0.007804065115581085,0,0,0
Detritus,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,2,0.00197554861723805,0.002317410379552622,0,0,0
Detritus,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0004405222215636,,0,0,0
Detritus,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2012,11,14.5,-23.5,1.0,201.0,1,0.0002220396854529,,0,0,0
Mesophytoplankton,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.03479653398627573,0.04034715199040931,0,1,0
Mesophytoplankton,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.010321655017149533,0.00914153744134841,0,1,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.002866413071321967,0.0036081437966855494,0,1,0
Mesophytoplankton,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0004327287753814,,0,1,0
Mesophytoplankton,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,14.5,-23.5,1.0,201.0,1,0.0002992007421283,,0,1,0
Mesophytoplankton,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0005064478568113,,0,1,0
Other_zooplankton,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0006370780434713,,0,1,0
Other_zooplankton,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0005409948117695,,0,1,0
Other_zooplankton,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0003786710802233,,0,1,0
Rhizaria,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0279950989903329,,0,0,0
Rhizaria,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.027187986412541,,0,0,0
Rhizaria,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,2,0.01531593348085645,0.010940874993867804,0,0,0
Rhizaria,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.0078225885941801,0.0036989350902701685,0,0,0
Rhizaria,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.0036308474594108,0.0023106904777788952,0,0,0
Rhizaria,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.0027255077825607,0.0016572740995223236,0,0,0
Rhizaria,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.0013739731769767665,0.0010929084498307495,0,0,0
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,3,0.0005739745445841667,0.00020108967468681369,0,0,0
Rhizaria,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,14.5,-23.5,1.0,201.0,1,0.0004991919587081,,0,0,0
Rhizaria,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2012,11,14.5,-23.5,1.0,201.0,1,0.0002378001994122,,0,0,0
Rhizaria,1.0,0.0028780942304602,0.0020798590839583,North Atlantic Ocean,2012,11,14.5,-23.5,2.0,201.0,1,0.0005859135378249,,0,0,0
Carnivorous_gelatinous,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.0010071143657258,,0,0,1
Carnivorous_gelatinous,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.0005432328881456,,0,0,1
Carnivorous_gelatinous,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.0004400115140095,,0,0,1
Carnivorous_gelatinous,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.00032515391149,,0,0,1
Carnivorous_gelatinous,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.0006442990251229,,0,0,1
Crustaceans,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,14.5,-22.5,3.0,201.0,1,0.006956148777215,,0,1,0
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,14.5,-22.5,3.0,201.0,1,0.0022383118671645,,0,1,0
Crustaceans,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,2,0.0023920695719663503,0.0011648656794338496,0,1,0
Crustaceans,1.0,0.0014129461507528,0.0010320911857739,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.000377809308248,,0,1,0
Crustaceans,1.0,0.0028780942304602,0.0020798590839583,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.0004459070896165,,0,1,0
Crustaceans,1.0,0.0058493055645773,0.0042445487794886,North Atlantic Ocean,2012,11,14.5,-22.5,3.0,201.0,1,0.0006852216437876,,0,1,0
Detritus,1.0,1.151985493259287e-06,8.277774861587923e-07,North Atlantic Ocean,2012,11,14.5,-22.5,3.0,201.0,1,0.0637550157644012,,0,0,1
Detritus,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2012,11,14.5,-22.5,3.0,201.0,1,0.0473904976182018,,0,0,1
Detritus,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,4,0.09043970534963788,0.03291566429579473,0,0,1
Detritus,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,4,0.0448272964630621,0.02384884913677645,0,0,1
Detritus,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,4,0.021303412381303625,0.01026235368094736,0,0,1
Detritus,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,4,0.023838397842347526,0.019570312285335817,0,0,1
Detritus,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,4,0.03410644557768005,0.03037989625764115,0,0,1
Detritus,1.0,0.0001681158566504,0.0001211096971779,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,3,0.011897435973256232,0.012704605168744592,0,0,1
Detritus,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,2,0.00376564788341095,0.003863762603217455,0,0,1
Detritus,1.0,0.0006926821282087,0.0005026448096107,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.001549028948528,,0,0,1
Mesophytoplankton,1.0,9.723094642062492e-06,7.075152891036358e-06,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,3,0.05189488622159536,0.08613906754896278,0,1,0
Mesophytoplankton,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,3,0.009491871326217401,0.015217010876434853,0,1,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,2,0.0040942264300812,0.0052060877125337844,0,1,0
Mesophytoplankton,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.0009936684015812,,0,1,0
Mesophytoplankton,1.0,0.0003408275417878,0.0002462995309007,North Atlantic Ocean,2012,11,14.5,-22.5,3.0,201.0,1,0.0005180901842156,,0,1,0
Rhizaria,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.0328034996093422,,0,0,0
Rhizaria,1.0,4.772452706370237e-06,3.464069552505488e-06,North Atlantic Ocean,2012,11,14.5,-22.5,2.0,201.0,1,0.023044510973938,,0,0,0
